@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
M, 0.775, 0.63, 0.25, 2.7795, 1.3485, 0.76, 0.578, 12
M, 0.39, 0.28, 0.125, 0.564, 0.3035, 0.0955, 0.143, 7
I, 0.455, 0.335, 0.105, 0.422, 0.229, 0.0865, 0.1, 6
I, 0.455, 0.325, 0.135, 0.82, 0.4005, 0.1715, 0.211, 8
M, 0.465, 0.36, 0.115, 0.5795, 0.295, 0.1395, 0.12, 7
I, 0.485, 0.345, 0.16, 0.869, 0.3085, 0.185, 0.319, 9
F, 0.55, 0.38, 0.165, 1.205, 0.543, 0.294, 0.3345, 10
M, 0.55, 0.42, 0.16, 1.3405, 0.6325, 0.311, 0.344, 10
F, 0.58, 0.43, 0.17, 1.48, 0.6535, 0.324, 0.4155, 10
F, 0.61, 0.475, 0.15, 1.1135, 0.5195, 0.2575, 0.3005, 11
M, 0.625, 0.49, 0.185, 1.169, 0.5275, 0.2535, 0.344, 11
F, 0.655, 0.52, 0.2, 1.5475, 0.713, 0.314, 0.466, 9
M, 0.655, 0.545, 0.19, 1.4245, 0.6325, 0.333, 0.378, 10
F, 0.665, 0.515, 0.185, 1.3405, 0.5595, 0.293, 0.4375, 11
M, 0.695, 0.53, 0.19, 1.726, 0.7625, 0.436, 0.455, 11
I, 0.415, 0.31, 0.1, 0.2805, 0.114, 0.0565, 0.0975, 6
I, 0.415, 0.31, 0.095, 0.311, 0.1125, 0.0625, 0.115, 8
I, 0.435, 0.33, 0.11, 0.38, 0.1515, 0.0945, 0.11, 7
F, 0.51, 0.4, 0.12, 0.7005, 0.347, 0.1105, 0.195, 10
I, 0.52, 0.385, 0.115, 0.581, 0.2555, 0.156, 0.143, 10
I, 0.53, 0.405, 0.12, 0.632, 0.2715, 0.148, 0.1875, 9
I, 0.565, 0.435, 0.145, 0.8445, 0.3975, 0.158, 0.255, 9
M, 0.565, 0.45, 0.16, 0.895, 0.415, 0.195, 0.246, 9
M, 0.575, 0.475, 0.145, 0.857, 0.3665, 0.173, 0.269, 9
M, 0.58, 0.44, 0.15, 1.0465, 0.518, 0.2185, 0.2795, 10
F, 0.6, 0.47, 0.135, 0.97, 0.4655, 0.1955, 0.264, 11
M, 0.615, 0.47, 0.15, 1.0875, 0.4975, 0.283, 0.2685, 9
M, 0.62, 0.49, 0.15, 1.195, 0.4605, 0.302, 0.355, 9
F, 0.62, 0.495, 0.17, 1.062, 0.372, 0.213, 0.34, 11
M, 0.62, 0.47, 0.15, 1.309, 0.587, 0.4405, 0.325, 9
M, 0.625, 0.515, 0.17, 1.331, 0.5725, 0.3005, 0.361, 9
F, 0.625, 0.52, 0.18, 1.354, 0.4845, 0.351, 0.375, 11
F, 0.635, 0.505, 0.155, 1.2895, 0.594, 0.314, 0.345, 11
F, 0.64, 0.485, 0.185, 1.4195, 0.6735, 0.3465, 0.3255, 11
I, 0.65, 0.52, 0.15, 1.238, 0.5495, 0.296, 0.3305, 10
F, 0.655, 0.515, 0.18, 1.412, 0.6195, 0.2485, 0.497, 11
M, 0.655, 0.52, 0.17, 1.1445, 0.53, 0.223, 0.348, 9
M, 0.66, 0.51, 0.175, 1.218, 0.5055, 0.303, 0.37, 11
M, 0.68, 0.54, 0.155, 1.534, 0.671, 0.379, 0.384, 10
M, 0.685, 0.535, 0.155, 1.3845, 0.6615, 0.2145, 0.4075, 10
M, 0.7, 0.55, 0.175, 1.4405, 0.6565, 0.2985, 0.375, 12
M, 0.7, 0.55, 0.195, 1.6245, 0.675, 0.347, 0.535, 13
F, 0.72, 0.575, 0.18, 1.6705, 0.732, 0.3605, 0.501, 12
I, 0.32, 0.24, 0.07, 0.133, 0.0585, 0.0255, 0.041, 6
I, 0.325, 0.25, 0.07, 0.1745, 0.0875, 0.0355, 0.04, 7
I, 0.335, 0.25, 0.08, 0.1695, 0.0695, 0.044, 0.0495, 6
I, 0.36, 0.27, 0.085, 0.196, 0.0905, 0.034, 0.053, 7
I, 0.395, 0.29, 0.095, 0.3, 0.158, 0.068, 0.078, 7
I, 0.46, 0.35, 0.11, 0.4675, 0.2125, 0.099, 0.1375, 7
I, 0.475, 0.365, 0.12, 0.5185, 0.268, 0.1095, 0.1365, 8
F, 0.56, 0.41, 0.16, 0.8215, 0.342, 0.184, 0.253, 9
I, 0.27, 0.195, 0.065, 0.1065, 0.0475, 0.0225, 0.0285, 5
M, 0.505, 0.385, 0.13, 0.6435, 0.3135, 0.149, 0.1515, 7
F, 0.535, 0.42, 0.13, 0.699, 0.3125, 0.1565, 0.2035, 8
F, 0.565, 0.44, 0.135, 0.83, 0.393, 0.1735, 0.238, 9
M, 0.72, 0.585, 0.22, 1.914, 0.9155, 0.448, 0.479, 11
M, 0.775, 0.57, 0.22, 2.032, 0.735, 0.4755, 0.6585, 17
F, 0.505, 0.39, 0.115, 0.66, 0.3045, 0.1555, 0.175, 8
M, 0.47, 0.35, 0.1, 0.4775, 0.1885, 0.0885, 0.175, 8
I, 0.41, 0.31, 0.11, 0.315, 0.124, 0.082, 0.095, 9
M, 0.595, 0.455, 0.155, 1.041, 0.416, 0.2105, 0.365, 14
M, 0.62, 0.49, 0.17, 1.2105, 0.5185, 0.2555, 0.335, 13
I, 0.18, 0.13, 0.045, 0.0275, 0.0125, 0.01, 0.0090, 3
F, 0.375, 0.29, 0.08, 0.282, 0.1405, 0.0725, 0.08, 7
M, 0.425, 0.325, 0.1, 0.3295, 0.1365, 0.0725, 0.11, 7
F, 0.29, 0.21, 0.075, 0.275, 0.113, 0.0675, 0.035, 6
M, 0.595, 0.47, 0.15, 0.8915, 0.359, 0.2105, 0.245, 12
M, 0.585, 0.455, 0.14, 0.97, 0.462, 0.185, 0.295, 9
I, 0.32, 0.24, 0.075, 0.1735, 0.076, 0.0355, 0.05, 7
M, 0.375, 0.305, 0.09, 0.3245, 0.1395, 0.0565, 0.095, 5
I, 0.165, 0.115, 0.015, 0.0145, 0.0055, 0.0030, 0.0050, 4
F, 0.58, 0.45, 0.235, 1.071, 0.3, 0.206, 0.395, 14
M, 0.47, 0.37, 0.135, 0.547, 0.222, 0.1325, 0.17, 12
F, 0.575, 0.485, 0.165, 1.0405, 0.419, 0.264, 0.3, 14
I, 0.215, 0.17, 0.055, 0.0605, 0.0205, 0.014, 0.02, 6
I, 0.37, 0.28, 0.09, 0.233, 0.0905, 0.0545, 0.07, 11
M, 0.57, 0.405, 0.16, 0.9245, 0.3445, 0.2185, 0.295, 19
M, 0.42, 0.345, 0.105, 0.43, 0.175, 0.096, 0.13, 7
F, 0.535, 0.46, 0.145, 0.7875, 0.3395, 0.2005, 0.2, 8
F, 0.55, 0.425, 0.145, 0.797, 0.297, 0.15, 0.265, 9
I, 0.355, 0.28, 0.11, 0.2235, 0.0815, 0.0525, 0.08, 7
F, 0.435, 0.32, 0.12, 0.3785, 0.152, 0.0915, 0.125, 11
M, 0.46, 0.375, 0.14, 0.5105, 0.192, 0.1045, 0.205, 9
F, 0.57, 0.46, 0.17, 1.1, 0.4125, 0.2205, 0.38, 14
M, 0.44, 0.375, 0.13, 0.487, 0.226, 0.0965, 0.155, 9
F, 0.38, 0.3, 0.09, 0.3215, 0.1545, 0.075, 0.095, 9
M, 0.475, 0.36, 0.12, 0.578, 0.2825, 0.12, 0.17, 8
M, 0.455, 0.355, 0.13, 0.515, 0.2, 0.1275, 0.175, 11
M, 0.35, 0.265, 0.11, 0.2965, 0.1365, 0.063, 0.085, 7
I, 0.315, 0.24, 0.07, 0.137, 0.0545, 0.0315, 0.04, 8
F, 0.665, 0.535, 0.19, 1.496, 0.5775, 0.2815, 0.475, 17
M, 0.475, 0.395, 0.135, 0.592, 0.2465, 0.1645, 0.2, 13
F, 0.525, 0.425, 0.145, 0.7995, 0.3345, 0.209, 0.24, 15
I, 0.48, 0.39, 0.145, 0.5825, 0.2315, 0.121, 0.255, 15
I, 0.42, 0.345, 0.115, 0.3435, 0.1515, 0.0795, 0.115, 9
F, 0.8, 0.63, 0.195, 2.526, 0.933, 0.59, 0.62, 23
I, 0.31, 0.24, 0.09, 0.1455, 0.0605, 0.0315, 0.045, 7
M, 0.505, 0.4, 0.13, 0.764, 0.3035, 0.189, 0.2175, 11
M, 0.525, 0.43, 0.165, 0.8645, 0.376, 0.1945, 0.2515, 16
F, 0.645, 0.525, 0.2, 1.449, 0.601, 0.2565, 0.505, 13
M, 0.55, 0.45, 0.155, 0.7895, 0.343, 0.159, 0.25, 12
F, 0.6, 0.47, 0.2, 1.031, 0.392, 0.2035, 0.29, 15
F, 0.405, 0.325, 0.11, 0.3575, 0.145, 0.0725, 0.11, 12
F, 0.36, 0.265, 0.09, 0.2165, 0.096, 0.037, 0.0735, 10
M, 0.155, 0.115, 0.025, 0.024, 0.0090, 0.0050, 0.0075, 5
F, 0.485, 0.365, 0.14, 0.6195, 0.2595, 0.1445, 0.177, 14
I, 0.515, 0.375, 0.14, 0.6505, 0.2495, 0.141, 0.2215, 10
F, 0.455, 0.35, 0.125, 0.4485, 0.1585, 0.102, 0.1335, 16
I, 0.635, 0.505, 0.19, 1.3315, 0.5805, 0.252, 0.435, 17
I, 0.655, 0.515, 0.145, 1.25, 0.5265, 0.283, 0.315, 15
M, 0.31, 0.245, 0.095, 0.15, 0.0525, 0.034, 0.048, 7
M, 0.35, 0.255, 0.085, 0.2145, 0.1, 0.0465, 0.06, 13
F, 0.41, 0.315, 0.11, 0.321, 0.1255, 0.0655, 0.095, 10
M, 0.515, 0.4, 0.16, 0.8175, 0.2515, 0.156, 0.3, 23
F, 0.37, 0.285, 0.105, 0.27, 0.1125, 0.0585, 0.0835, 9
M, 0.395, 0.305, 0.105, 0.282, 0.0975, 0.065, 0.096, 9
F, 0.585, 0.47, 0.17, 1.099, 0.3975, 0.2325, 0.358, 20
F, 0.5, 0.385, 0.13, 0.768, 0.2625, 0.095, 0.27, 13
M, 0.645, 0.485, 0.155, 1.489, 0.5915, 0.312, 0.38, 18
M, 0.52, 0.4, 0.165, 0.8565, 0.2745, 0.201, 0.21, 12
F, 0.515, 0.395, 0.165, 0.7565, 0.1905, 0.17, 0.3205, 10
F, 0.33, 0.26, 0.08, 0.2, 0.0625, 0.05, 0.07, 9
M, 0.465, 0.375, 0.11, 0.5, 0.21, 0.113, 0.1505, 8
F, 0.465, 0.35, 0.135, 0.6265, 0.259, 0.1445, 0.175, 8
M, 0.525, 0.425, 0.19, 0.872, 0.4625, 0.1725, 0.199, 9
M, 0.59, 0.48, 0.16, 1.262, 0.5685, 0.2725, 0.335, 9
M, 0.595, 0.49, 0.185, 1.185, 0.482, 0.2015, 0.361, 10
M, 0.63, 0.5, 0.185, 1.362, 0.5785, 0.3125, 0.384, 10
M, 0.64, 0.585, 0.195, 1.647, 0.7225, 0.331, 0.471, 12
F, 0.675, 0.555, 0.205, 1.925, 0.713, 0.358, 0.4535, 13
I, 0.28, 0.21, 0.055, 0.106, 0.0415, 0.0265, 0.031, 5
I, 0.34, 0.265, 0.07, 0.185, 0.0625, 0.0395, 0.07, 7
I, 0.44, 0.345, 0.115, 0.545, 0.269, 0.111, 0.1305, 6
M, 0.465, 0.34, 0.105, 0.486, 0.231, 0.1035, 0.1225, 9
I, 0.5, 0.38, 0.11, 0.494, 0.218, 0.09, 0.1325, 7
M, 0.53, 0.41, 0.14, 0.681, 0.3095, 0.1415, 0.1835, 6
F, 0.555, 0.425, 0.14, 0.963, 0.44, 0.224, 0.24, 7
M, 0.575, 0.45, 0.155, 0.948, 0.429, 0.206, 0.259, 7
F, 0.595, 0.47, 0.155, 1.1775, 0.542, 0.269, 0.31, 9
F, 0.6, 0.46, 0.145, 0.9325, 0.3985, 0.2245, 0.248, 8
F, 0.615, 0.485, 0.16, 1.1575, 0.5005, 0.2495, 0.315, 10
M, 0.615, 0.47, 0.155, 1.2, 0.5085, 0.32, 0.292, 8
F, 0.63, 0.495, 0.145, 1.147, 0.5455, 0.266, 0.2885, 9
F, 0.695, 0.55, 0.155, 1.8495, 0.767, 0.442, 0.4175, 10
M, 0.765, 0.585, 0.18, 2.398, 1.128, 0.512, 0.5335, 12
M, 0.77, 0.6, 0.215, 2.1945, 1.0515, 0.482, 0.584, 10
I, 0.355, 0.285, 0.095, 0.2275, 0.0955, 0.0475, 0.0715, 6
I, 0.425, 0.33, 0.115, 0.3265, 0.1315, 0.077, 0.103, 6
I, 0.425, 0.34, 0.1, 0.3515, 0.1625, 0.082, 0.094, 7
I, 0.495, 0.38, 0.12, 0.512, 0.233, 0.1205, 0.136, 7
M, 0.505, 0.4, 0.135, 0.723, 0.377, 0.149, 0.178, 7
I, 0.51, 0.395, 0.155, 0.5395, 0.2465, 0.1085, 0.167, 8
M, 0.57, 0.45, 0.135, 1.02, 0.546, 0.204, 0.25, 9
F, 0.57, 0.43, 0.16, 0.811, 0.3875, 0.159, 0.2285, 9
F, 0.585, 0.435, 0.14, 0.6955, 0.3085, 0.129, 0.2245, 8
F, 0.59, 0.46, 0.16, 1.0115, 0.445, 0.2615, 0.2565, 8
M, 0.615, 0.45, 0.15, 1.198, 0.707, 0.2095, 0.2505, 7
M, 0.62, 0.48, 0.15, 1.1015, 0.4965, 0.243, 0.305, 10
M, 0.63, 0.465, 0.15, 1.027, 0.537, 0.188, 0.176, 8
M, 0.645, 0.48, 0.15, 1.192, 0.6055, 0.2595, 0.285, 9
F, 0.645, 0.52, 0.18, 1.285, 0.5775, 0.352, 0.317, 9
M, 0.65, 0.52, 0.175, 1.2655, 0.615, 0.2775, 0.336, 9
M, 0.75, 0.555, 0.215, 2.201, 1.0615, 0.5235, 0.5285, 11
I, 0.25, 0.175, 0.06, 0.0635, 0.0275, 0.0080, 0.02, 4
I, 0.36, 0.26, 0.08, 0.1795, 0.074, 0.0315, 0.06, 5
I, 0.375, 0.29, 0.14, 0.3, 0.14, 0.0625, 0.0825, 8
I, 0.375, 0.275, 0.095, 0.2295, 0.095, 0.0545, 0.066, 7
I, 0.385, 0.3, 0.125, 0.343, 0.1705, 0.0735, 0.081, 7
I, 0.395, 0.32, 0.1, 0.3075, 0.149, 0.0535, 0.09, 8
M, 0.45, 0.325, 0.115, 0.4305, 0.2235, 0.0785, 0.1155, 8
I, 0.46, 0.345, 0.105, 0.415, 0.187, 0.087, 0.11, 8
I, 0.505, 0.38, 0.135, 0.5385, 0.2645, 0.095, 0.165, 9
F, 0.515, 0.395, 0.135, 0.516, 0.2015, 0.132, 0.162, 9
M, 0.515, 0.41, 0.14, 0.7355, 0.3065, 0.137, 0.2, 7
I, 0.515, 0.39, 0.11, 0.531, 0.2415, 0.098, 0.1615, 8
I, 0.525, 0.385, 0.13, 0.607, 0.2355, 0.125, 0.195, 8
F, 0.525, 0.415, 0.15, 0.7055, 0.329, 0.147, 0.199, 10
I, 0.55, 0.425, 0.135, 0.656, 0.257, 0.17, 0.203, 10
F, 0.57, 0.445, 0.155, 1.017, 0.5265, 0.2025, 0.265, 10
M, 0.58, 0.44, 0.175, 1.2255, 0.5405, 0.2705, 0.3265, 10
F, 0.58, 0.425, 0.15, 0.844, 0.3645, 0.185, 0.2705, 9
I, 0.585, 0.46, 0.145, 0.8465, 0.339, 0.167, 0.295, 10
M, 0.585, 0.465, 0.165, 0.885, 0.4025, 0.1625, 0.274, 10
M, 0.595, 0.475, 0.14, 1.0305, 0.4925, 0.217, 0.278, 10
F, 0.615, 0.46, 0.15, 1.0265, 0.4935, 0.201, 0.2745, 10
M, 0.625, 0.5, 0.14, 1.096, 0.5445, 0.2165, 0.295, 10
F, 0.63, 0.475, 0.155, 1.0005, 0.452, 0.252, 0.265, 10
M, 0.63, 0.47, 0.15, 1.1355, 0.539, 0.2325, 0.3115, 12
M, 0.64, 0.485, 0.15, 1.098, 0.5195, 0.222, 0.3175, 10
M, 0.71, 0.565, 0.2, 1.601, 0.706, 0.321, 0.45, 11
I, 0.24, 0.17, 0.05, 0.0545, 0.0205, 0.016, 0.0155, 5
I, 0.52, 0.395, 0.145, 0.77, 0.424, 0.142, 0.1895, 7
F, 0.58, 0.445, 0.135, 0.95, 0.484, 0.182, 0.2325, 8
M, 0.625, 0.5, 0.13, 1.082, 0.5785, 0.2045, 0.25, 8
F, 0.635, 0.51, 0.185, 1.286, 0.526, 0.295, 0.4105, 12
F, 0.645, 0.49, 0.16, 1.1665, 0.4935, 0.3155, 0.299, 9
F, 0.645, 0.49, 0.16, 1.144, 0.5015, 0.289, 0.319, 8
F, 0.655, 0.515, 0.155, 1.309, 0.524, 0.346, 0.385, 11
I, 0.31, 0.23, 0.07, 0.1245, 0.0505, 0.0265, 0.038, 6
I, 0.32, 0.205, 0.08, 0.181, 0.088, 0.034, 0.0495, 5
I, 0.37, 0.28, 0.085, 0.198, 0.0805, 0.0455, 0.058, 5
I, 0.47, 0.385, 0.13, 0.587, 0.264, 0.117, 0.174, 8
I, 0.495, 0.375, 0.12, 0.614, 0.2855, 0.1365, 0.161, 8
I, 0.505, 0.4, 0.125, 0.5605, 0.2255, 0.1435, 0.17, 8
I, 0.51, 0.4, 0.145, 0.5775, 0.231, 0.143, 0.177, 9
I, 0.545, 0.43, 0.13, 0.7595, 0.358, 0.153, 0.2055, 8
I, 0.545, 0.43, 0.15, 0.742, 0.3525, 0.158, 0.208, 10
F, 0.58, 0.45, 0.17, 0.9705, 0.4615, 0.232, 0.248, 9
F, 0.58, 0.45, 0.15, 0.92, 0.393, 0.212, 0.2895, 9
M, 0.58, 0.445, 0.15, 0.9525, 0.4315, 0.1945, 0.287, 11
F, 0.6, 0.45, 0.15, 0.9625, 0.4375, 0.2225, 0.2775, 9
M, 0.605, 0.49, 0.18, 1.167, 0.457, 0.29, 0.3745, 9
F, 0.615, 0.495, 0.165, 1.198, 0.5415, 0.2865, 0.3185, 10
F, 0.625, 0.49, 0.145, 0.92, 0.437, 0.1735, 0.28, 10
M, 0.63, 0.53, 0.18, 1.2795, 0.618, 0.256, 0.315, 9
F, 0.635, 0.5, 0.19, 1.29, 0.593, 0.3045, 0.352, 8
M, 0.64, 0.505, 0.18, 1.297, 0.59, 0.3125, 0.363, 11
F, 0.645, 0.485, 0.15, 1.151, 0.5935, 0.2315, 0.293, 12
F, 0.65, 0.565, 0.2, 1.6645, 0.753, 0.367, 0.43, 12
F, 0.655, 0.5, 0.205, 1.528, 0.6215, 0.3725, 0.4535, 11
F, 0.66, 0.525, 0.18, 1.5965, 0.7765, 0.397, 0.3605, 10
M, 0.68, 0.515, 0.16, 1.2345, 0.618, 0.2625, 0.325, 11
M, 0.715, 0.55, 0.175, 1.825, 0.938, 0.3805, 0.44, 11
M, 0.735, 0.59, 0.205, 2.087, 0.909, 0.474, 0.625, 12
I, 0.32, 0.215, 0.095, 0.305, 0.14, 0.067, 0.0885, 6
F, 0.535, 0.4, 0.15, 1.224, 0.618, 0.275, 0.2875, 10
F, 0.625, 0.49, 0.11, 1.136, 0.5265, 0.1915, 0.2925, 9
M, 0.73, 0.585, 0.225, 2.2305, 1.2395, 0.422, 0.563, 14
I, 0.255, 0.185, 0.065, 0.074, 0.0305, 0.0165, 0.02, 4
I, 0.39, 0.3, 0.1, 0.2665, 0.1105, 0.059, 0.084, 7
I, 0.39, 0.28, 0.09, 0.215, 0.0845, 0.034, 0.079, 8
I, 0.46, 0.37, 0.11, 0.3965, 0.1485, 0.0855, 0.1455, 8
I, 0.5, 0.38, 0.135, 0.5285, 0.226, 0.123, 0.209, 8
I, 0.575, 0.445, 0.16, 0.9175, 0.45, 0.1935, 0.24, 9
F, 0.58, 0.435, 0.155, 0.8785, 0.425, 0.1685, 0.2425, 10
M, 0.595, 0.48, 0.14, 0.9125, 0.4095, 0.1825, 0.289, 9
M, 0.615, 0.485, 0.215, 0.9615, 0.422, 0.176, 0.29, 11
F, 0.635, 0.49, 0.155, 1.145, 0.4775, 0.3035, 0.3155, 9
M, 0.655, 0.54, 0.165, 1.403, 0.6955, 0.2385, 0.42, 11
F, 0.655, 0.455, 0.17, 1.2895, 0.587, 0.3165, 0.3415, 11
F, 0.68, 0.52, 0.185, 1.494, 0.615, 0.3935, 0.406, 11
F, 0.755, 0.575, 0.2, 2.073, 1.0135, 0.4655, 0.48, 11
M, 0.455, 0.35, 0.11, 0.458, 0.2, 0.111, 0.1305, 8
M, 0.495, 0.38, 0.12, 0.474, 0.197, 0.1065, 0.1545, 10
M, 0.525, 0.4, 0.13, 0.622, 0.2655, 0.147, 0.184, 9
M, 0.58, 0.43, 0.125, 0.9115, 0.446, 0.2075, 0.121, 10
I, 0.29, 0.215, 0.06, 0.1115, 0.053, 0.0185, 0.032, 5
M, 0.51, 0.415, 0.145, 0.751, 0.3295, 0.1835, 0.203, 8
F, 0.63, 0.495, 0.19, 1.1655, 0.536, 0.2115, 0.1625, 10
F, 0.685, 0.53, 0.17, 1.5105, 0.7385, 0.3525, 0.3725, 10
F, 0.655, 0.505, 0.165, 1.367, 0.5835, 0.3515, 0.396, 10
F, 0.47, 0.375, 0.105, 0.513, 0.232, 0.142, 0.13, 11
M, 0.505, 0.395, 0.125, 0.635, 0.29, 0.1555, 0.175, 9
I, 0.275, 0.2, 0.065, 0.1165, 0.0565, 0.013, 0.035, 7
F, 0.64, 0.475, 0.19, 1.151, 0.4365, 0.281, 0.3805, 13
F, 0.37, 0.295, 0.1, 0.2685, 0.1165, 0.056, 0.0835, 7
F, 0.67, 0.545, 0.175, 1.707, 0.6995, 0.387, 0.575, 13
M, 0.565, 0.45, 0.14, 1.0055, 0.3785, 0.244, 0.265, 12
F, 0.585, 0.46, 0.17, 1.0835, 0.3745, 0.326, 0.325, 14
F, 0.555, 0.42, 0.14, 0.868, 0.33, 0.243, 0.21, 13
F, 0.62, 0.485, 0.175, 1.271, 0.531, 0.3075, 0.37, 11
M, 0.675, 0.525, 0.175, 1.402, 0.483, 0.3205, 0.465, 16
M, 0.52, 0.435, 0.195, 0.973, 0.2985, 0.2135, 0.355, 18
I, 0.44, 0.35, 0.12, 0.375, 0.1425, 0.0965, 0.115, 9
I, 0.345, 0.285, 0.1, 0.2225, 0.0865, 0.058, 0.075, 8
M, 0.555, 0.435, 0.135, 0.858, 0.377, 0.1585, 0.29, 15
M, 0.635, 0.48, 0.19, 1.467, 0.5825, 0.303, 0.42, 15
M, 0.55, 0.435, 0.16, 0.906, 0.342, 0.219, 0.295, 13
F, 0.435, 0.35, 0.125, 0.459, 0.197, 0.1145, 0.145, 9
M, 0.64, 0.505, 0.165, 1.4435, 0.6145, 0.3035, 0.39, 18
M, 0.52, 0.425, 0.155, 0.7735, 0.297, 0.123, 0.255, 17
F, 0.5, 0.405, 0.14, 0.6735, 0.265, 0.124, 0.25, 18
M, 0.485, 0.385, 0.125, 0.4775, 0.2, 0.0785, 0.17, 12
F, 0.465, 0.39, 0.14, 0.5555, 0.213, 0.1075, 0.215, 15
M, 0.69, 0.54, 0.185, 1.6195, 0.533, 0.353, 0.555, 24
M, 0.565, 0.44, 0.155, 0.868, 0.348, 0.217, 0.26, 11
F, 0.62, 0.51, 0.175, 1.1255, 0.4985, 0.227, 0.315, 14
F, 0.565, 0.45, 0.185, 0.9285, 0.302, 0.1805, 0.265, 12
M, 0.265, 0.2, 0.065, 0.084, 0.034, 0.0105, 0.03, 7
M, 0.345, 0.265, 0.09, 0.163, 0.0615, 0.037, 0.0485, 10
I, 0.575, 0.475, 0.17, 0.967, 0.3775, 0.284, 0.275, 13
I, 0.44, 0.34, 0.125, 0.4895, 0.1735, 0.0875, 0.2, 13
I, 0.39, 0.3, 0.105, 0.259, 0.0955, 0.038, 0.085, 8
F, 0.49, 0.39, 0.135, 0.59, 0.215, 0.125, 0.1845, 12
F, 0.48, 0.38, 0.145, 0.59, 0.232, 0.141, 0.23, 12
F, 0.51, 0.38, 0.13, 0.584, 0.224, 0.1355, 0.185, 13
M, 0.285, 0.215, 0.075, 0.106, 0.0415, 0.023, 0.035, 5
F, 0.58, 0.44, 0.175, 1.073, 0.4005, 0.2345, 0.335, 19
M, 0.33, 0.245, 0.085, 0.171, 0.0655, 0.0365, 0.055, 11
I, 0.44, 0.31, 0.115, 0.3625, 0.134, 0.082, 0.12, 11
M, 0.28, 0.21, 0.065, 0.0905, 0.035, 0.02, 0.03, 5
I, 0.59, 0.465, 0.195, 1.0885, 0.3685, 0.187, 0.375, 17
M, 0.33, 0.235, 0.09, 0.163, 0.0615, 0.034, 0.055, 10
I, 0.44, 0.33, 0.135, 0.522, 0.17, 0.0905, 0.195, 16
F, 0.46, 0.33, 0.15, 0.5325, 0.2085, 0.1805, 0.125, 10
I, 0.295, 0.21, 0.08, 0.1, 0.038, 0.026, 0.031, 8
M, 0.56, 0.44, 0.16, 1.1115, 0.5035, 0.2785, 0.26, 10
M, 0.575, 0.435, 0.13, 1.0105, 0.368, 0.222, 0.32, 10
M, 0.48, 0.395, 0.15, 0.6815, 0.2145, 0.1405, 0.2495, 18
M, 0.58, 0.46, 0.15, 1.0165, 0.491, 0.221, 0.265, 9
F, 0.595, 0.475, 0.165, 1.148, 0.444, 0.214, 0.37, 10
M, 0.71, 0.55, 0.2, 1.9045, 0.882, 0.44, 0.5, 13
I, 0.35, 0.265, 0.095, 0.199, 0.073, 0.049, 0.06, 5
I, 0.38, 0.275, 0.095, 0.2505, 0.0945, 0.0655, 0.075, 6
I, 0.44, 0.35, 0.125, 0.456, 0.21, 0.0955, 0.131, 8
I, 0.5, 0.385, 0.11, 0.596, 0.3015, 0.104, 0.151, 8
F, 0.555, 0.44, 0.145, 0.8815, 0.43, 0.1975, 0.2155, 8
F, 0.625, 0.47, 0.17, 1.255, 0.525, 0.2415, 0.405, 10
I, 0.21, 0.15, 0.055, 0.0455, 0.02, 0.0065, 0.013, 4
I, 0.4, 0.315, 0.085, 0.2675, 0.116, 0.0585, 0.0765, 6
I, 0.45, 0.34, 0.105, 0.4385, 0.21, 0.0925, 0.12, 8
M, 0.625, 0.495, 0.18, 1.0815, 0.4715, 0.254, 0.3135, 10
M, 0.625, 0.47, 0.175, 1.179, 0.605, 0.258, 0.271, 9
F, 0.64, 0.5, 0.165, 1.1635, 0.554, 0.239, 0.32, 11
F, 0.7, 0.56, 0.175, 1.6605, 0.8605, 0.3275, 0.398, 11
I, 0.35, 0.26, 0.09, 0.1765, 0.072, 0.0355, 0.0575, 7
I, 0.35, 0.265, 0.085, 0.1735, 0.0775, 0.034, 0.056, 6
F, 0.57, 0.42, 0.16, 0.8875, 0.4315, 0.1915, 0.223, 8
I, 0.575, 0.455, 0.155, 0.8725, 0.349, 0.2095, 0.285, 8
F, 0.575, 0.475, 0.16, 0.895, 0.3605, 0.221, 0.271, 9
M, 0.6, 0.47, 0.15, 0.928, 0.4225, 0.183, 0.275, 8
F, 0.6, 0.485, 0.145, 0.776, 0.3545, 0.1585, 0.239, 9
M, 0.65, 0.515, 0.18, 1.463, 0.658, 0.3135, 0.4115, 11
M, 0.58, 0.45, 0.16, 0.8675, 0.3935, 0.221, 0.215, 9
F, 0.59, 0.465, 0.17, 1.0425, 0.4635, 0.24, 0.27, 10
M, 0.615, 0.475, 0.155, 1.0735, 0.4375, 0.2585, 0.31, 11
M, 0.615, 0.495, 0.2, 1.304, 0.5795, 0.3115, 0.371, 14
