@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
M, 0.61, 0.475, 0.155, 0.983, 0.4565, 0.228, 0.266, 10
F, 0.61, 0.485, 0.15, 1.2405, 0.6025, 0.2915, 0.3085, 12
I, 0.61, 0.465, 0.125, 0.9225, 0.436, 0.19, 0.26, 9
M, 0.615, 0.475, 0.175, 1.224, 0.6035, 0.261, 0.311, 9
F, 0.62, 0.48, 0.18, 1.2215, 0.582, 0.2695, 0.313, 12
I, 0.625, 0.485, 0.15, 1.044, 0.438, 0.2865, 0.278, 9
M, 0.64, 0.525, 0.185, 1.707, 0.763, 0.4205, 0.4435, 11
M, 0.65, 0.525, 0.185, 1.488, 0.665, 0.337, 0.378, 11
M, 0.66, 0.5, 0.165, 1.3195, 0.667, 0.269, 0.341, 9
F, 0.67, 0.54, 0.195, 1.619, 0.74, 0.3305, 0.465, 11
F, 0.68, 0.51, 0.2, 1.6075, 0.714, 0.339, 0.4705, 11
F, 0.685, 0.565, 0.175, 1.638, 0.7775, 0.375, 0.438, 11
M, 0.72, 0.55, 0.205, 2.125, 1.1455, 0.4425, 0.511, 13
F, 0.73, 0.56, 0.19, 1.9425, 0.799, 0.5195, 0.5655, 11
F, 0.49, 0.355, 0.16, 0.8795, 0.3485, 0.215, 0.2825, 8
M, 0.515, 0.35, 0.155, 0.9225, 0.4185, 0.198, 0.273, 9
M, 0.525, 0.365, 0.17, 0.9605, 0.438, 0.2225, 0.276, 10
F, 0.545, 0.385, 0.15, 1.1185, 0.5425, 0.2445, 0.2845, 9
M, 0.57, 0.455, 0.175, 1.02, 0.4805, 0.2145, 0.29, 9
M, 0.575, 0.44, 0.185, 1.025, 0.5075, 0.2245, 0.2485, 10
M, 0.605, 0.475, 0.175, 1.2525, 0.5575, 0.3055, 0.343, 9
M, 0.65, 0.485, 0.16, 1.7395, 0.5715, 0.2785, 0.3075, 10
F, 0.705, 0.545, 0.18, 1.5395, 0.6075, 0.3675, 0.4645, 13
M, 0.73, 0.575, 0.21, 2.069, 0.9285, 0.409, 0.643, 11
I, 0.24, 0.18, 0.055, 0.0555, 0.0235, 0.013, 0.018, 4
I, 0.34, 0.26, 0.085, 0.1885, 0.0815, 0.0335, 0.06, 6
I, 0.365, 0.27, 0.075, 0.2215, 0.095, 0.0445, 0.07, 6
I, 0.39, 0.31, 0.105, 0.2665, 0.1185, 0.0525, 0.081, 8
I, 0.43, 0.34, 0.1, 0.3405, 0.1395, 0.0665, 0.12, 8
I, 0.435, 0.335, 0.1, 0.3245, 0.135, 0.0785, 0.098, 7
I, 0.485, 0.37, 0.115, 0.457, 0.1885, 0.0965, 0.15, 9
I, 0.515, 0.415, 0.135, 0.7125, 0.285, 0.152, 0.245, 10
I, 0.52, 0.395, 0.125, 0.5805, 0.2445, 0.146, 0.165, 9
I, 0.53, 0.43, 0.14, 0.677, 0.298, 0.0965, 0.23, 8
I, 0.53, 0.395, 0.13, 0.575, 0.247, 0.115, 0.183, 9
I, 0.545, 0.425, 0.14, 0.8145, 0.305, 0.231, 0.244, 10
I, 0.545, 0.43, 0.14, 0.687, 0.2615, 0.1405, 0.25, 9
I, 0.55, 0.435, 0.14, 0.7995, 0.295, 0.1905, 0.238, 10
I, 0.555, 0.45, 0.175, 0.738, 0.304, 0.1755, 0.22, 9
M, 0.555, 0.455, 0.135, 0.837, 0.382, 0.171, 0.235, 9
M, 0.575, 0.455, 0.155, 1.013, 0.4685, 0.2085, 0.295, 11
F, 0.61, 0.46, 0.145, 1.1185, 0.478, 0.2945, 0.2985, 10
M, 0.62, 0.495, 0.195, 1.5145, 0.579, 0.346, 0.5195, 15
F, 0.625, 0.445, 0.16, 1.09, 0.46, 0.2965, 0.304, 11
F, 0.625, 0.47, 0.145, 0.984, 0.475, 0.2, 0.265, 11
M, 0.635, 0.515, 0.165, 1.229, 0.5055, 0.2975, 0.3535, 10
M, 0.64, 0.53, 0.165, 1.1895, 0.4765, 0.3, 0.35, 11
F, 0.64, 0.515, 0.165, 1.3115, 0.4945, 0.2555, 0.41, 10
F, 0.65, 0.51, 0.155, 1.189, 0.483, 0.278, 0.3645, 13
F, 0.665, 0.5, 0.15, 1.2475, 0.4625, 0.2955, 0.3595, 10
M, 0.675, 0.515, 0.15, 1.312, 0.556, 0.2845, 0.4115, 11
F, 0.675, 0.51, 0.185, 1.473, 0.6295, 0.3025, 0.4245, 11
M, 0.68, 0.54, 0.19, 1.623, 0.7165, 0.354, 0.4715, 12
M, 0.69, 0.55, 0.18, 1.6915, 0.6655, 0.402, 0.5, 11
F, 0.7, 0.575, 0.205, 1.773, 0.605, 0.447, 0.538, 13
I, 0.28, 0.21, 0.075, 0.1195, 0.053, 0.0265, 0.03, 6
M, 0.505, 0.385, 0.115, 0.4825, 0.21, 0.1035, 0.1535, 10
M, 0.565, 0.445, 0.145, 0.9255, 0.4345, 0.212, 0.2475, 9
I, 0.385, 0.28, 0.1, 0.2755, 0.1305, 0.061, 0.0725, 8
I, 0.395, 0.295, 0.1, 0.293, 0.14, 0.062, 0.082, 7
I, 0.415, 0.305, 0.12, 0.336, 0.165, 0.076, 0.0805, 7
F, 0.475, 0.38, 0.14, 0.689, 0.3165, 0.1315, 0.1955, 7
M, 0.525, 0.385, 0.1, 0.5115, 0.246, 0.1005, 0.1455, 8
M, 0.535, 0.42, 0.125, 0.738, 0.355, 0.1895, 0.1795, 8
F, 0.54, 0.385, 0.14, 0.7655, 0.3265, 0.116, 0.2365, 10
M, 0.55, 0.41, 0.13, 0.8705, 0.4455, 0.2115, 0.213, 9
I, 0.55, 0.42, 0.115, 0.668, 0.2925, 0.137, 0.209, 11
M, 0.595, 0.465, 0.15, 0.919, 0.4335, 0.1765, 0.262, 9
M, 0.61, 0.48, 0.165, 1.2435, 0.5575, 0.2675, 0.372, 8
M, 0.375, 0.29, 0.1, 0.276, 0.1175, 0.0565, 0.085, 9
F, 0.48, 0.38, 0.12, 0.608, 0.2705, 0.1405, 0.185, 8
I, 0.4, 0.31, 0.1, 0.127, 0.106, 0.071, 0.085, 7
M, 0.44, 0.35, 0.11, 0.4585, 0.2, 0.0885, 0.13, 9
F, 0.45, 0.36, 0.125, 0.5065, 0.222, 0.105, 0.16, 10
M, 0.46, 0.375, 0.135, 0.4935, 0.186, 0.0845, 0.17, 12
F, 0.4, 0.3, 0.115, 0.3025, 0.1335, 0.0465, 0.0935, 8
I, 0.28, 0.2, 0.075, 0.1225, 0.0545, 0.0115, 0.035, 5
M, 0.62, 0.495, 0.175, 1.806, 0.643, 0.3285, 0.725, 17
M, 0.575, 0.45, 0.185, 0.925, 0.342, 0.197, 0.35, 12
F, 0.595, 0.47, 0.25, 1.283, 0.462, 0.2475, 0.445, 14
M, 0.495, 0.4, 0.155, 0.8085, 0.2345, 0.1155, 0.35, 6
M, 0.495, 0.385, 0.135, 0.6335, 0.2, 0.1225, 0.26, 14
I, 0.405, 0.305, 0.105, 0.3625, 0.1565, 0.0705, 0.125, 10
F, 0.68, 0.55, 0.2, 1.596, 0.525, 0.4075, 0.585, 21
F, 0.55, 0.465, 0.18, 1.2125, 0.3245, 0.205, 0.525, 27
M, 0.565, 0.47, 0.195, 1.142, 0.387, 0.258, 0.35, 17
M, 0.58, 0.465, 0.175, 1.035, 0.401, 0.1865, 0.385, 17
M, 0.37, 0.28, 0.095, 0.2225, 0.0805, 0.051, 0.075, 7
M, 0.465, 0.36, 0.13, 0.5265, 0.2105, 0.1185, 0.165, 10
I, 0.355, 0.28, 0.1, 0.2275, 0.0935, 0.0455, 0.085, 11
M, 0.495, 0.415, 0.165, 0.7485, 0.264, 0.134, 0.285, 13
F, 0.59, 0.465, 0.16, 1.1005, 0.506, 0.2525, 0.295, 13
F, 0.62, 0.51, 0.15, 1.456, 0.581, 0.2875, 0.32, 13
F, 0.635, 0.51, 0.175, 1.2125, 0.5735, 0.261, 0.36, 14
F, 0.62, 0.48, 0.23, 1.0935, 0.403, 0.245, 0.355, 14
M, 0.525, 0.405, 0.135, 0.7575, 0.3305, 0.216, 0.195, 10
I, 0.42, 0.33, 0.1, 0.352, 0.1635, 0.089, 0.1, 9
F, 0.5, 0.395, 0.15, 0.7145, 0.3235, 0.173, 0.195, 9
F, 0.385, 0.305, 0.105, 0.3315, 0.1365, 0.0745, 0.1, 7
I, 0.33, 0.265, 0.09, 0.18, 0.068, 0.036, 0.06, 6
F, 0.58, 0.475, 0.155, 0.974, 0.4305, 0.23, 0.285, 10
F, 0.535, 0.45, 0.135, 0.8075, 0.322, 0.181, 0.25, 13
I, 0.415, 0.325, 0.1, 0.385, 0.167, 0.08, 0.125, 7
F, 0.505, 0.395, 0.145, 0.6515, 0.2695, 0.153, 0.205, 15
I, 0.4, 0.31, 0.1, 0.2875, 0.1145, 0.0635, 0.095, 10
I, 0.395, 0.325, 0.105, 0.306, 0.111, 0.0735, 0.095, 8
M, 0.61, 0.49, 0.15, 1.103, 0.425, 0.2025, 0.36, 23
M, 0.64, 0.52, 0.2, 1.407, 0.566, 0.304, 0.455, 17
M, 0.635, 0.495, 0.15, 1.081, 0.4825, 0.242, 0.31, 11
M, 0.57, 0.475, 0.195, 1.0295, 0.4635, 0.1905, 0.305, 18
I, 0.56, 0.44, 0.17, 0.9445, 0.3545, 0.2175, 0.3, 12
I, 0.535, 0.41, 0.155, 0.6315, 0.2745, 0.1415, 0.1815, 12
M, 0.175, 0.135, 0.04, 0.0305, 0.011, 0.0075, 0.01, 5
M, 0.33, 0.25, 0.09, 0.197, 0.085, 0.041, 0.0605, 10
F, 0.53, 0.43, 0.17, 0.775, 0.35, 0.152, 0.235, 17
M, 0.29, 0.225, 0.08, 0.1295, 0.0535, 0.026, 0.045, 10
I, 0.625, 0.43, 0.175, 1.411, 0.572, 0.297, 0.395, 12
F, 0.64, 0.5, 0.15, 1.0705, 0.371, 0.2705, 0.36, 8
I, 0.5, 0.395, 0.12, 0.537, 0.2165, 0.1085, 0.1785, 9
F, 0.505, 0.38, 0.145, 0.651, 0.2935, 0.19, 0.17, 12
M, 0.4, 0.315, 0.105, 0.287, 0.1135, 0.037, 0.113, 10
M, 0.425, 0.315, 0.125, 0.3525, 0.1135, 0.0565, 0.13, 18
F, 0.465, 0.35, 0.13, 0.494, 0.1945, 0.103, 0.155, 18
I, 0.565, 0.435, 0.155, 0.782, 0.2715, 0.168, 0.285, 14
I, 0.52, 0.38, 0.14, 0.525, 0.1775, 0.115, 0.185, 11
F, 0.66, 0.515, 0.18, 1.523, 0.54, 0.3365, 0.555, 16
F, 0.465, 0.38, 0.135, 0.579, 0.208, 0.1095, 0.22, 14
I, 0.335, 0.24, 0.095, 0.17, 0.062, 0.039, 0.055, 9
M, 0.5, 0.355, 0.14, 0.528, 0.2125, 0.149, 0.14, 9
F, 0.55, 0.435, 0.17, 0.884, 0.2875, 0.1645, 0.28, 14
M, 0.425, 0.325, 0.12, 0.3755, 0.142, 0.1065, 0.105, 9
F, 0.615, 0.47, 0.175, 1.2985, 0.5135, 0.343, 0.32, 14
F, 0.52, 0.425, 0.145, 0.7, 0.207, 0.1905, 0.24, 13
M, 0.46, 0.36, 0.135, 0.6105, 0.1955, 0.107, 0.235, 14
I, 0.42, 0.31, 0.1, 0.2865, 0.115, 0.0735, 0.085, 8
M, 0.54, 0.41, 0.145, 0.989, 0.2815, 0.213, 0.355, 19
I, 0.285, 0.21, 0.07, 0.109, 0.044, 0.0265, 0.033, 5
I, 0.425, 0.31, 0.105, 0.365, 0.159, 0.0825, 0.105, 6
M, 0.545, 0.45, 0.15, 0.8795, 0.387, 0.15, 0.2625, 11
M, 0.59, 0.455, 0.16, 1.09, 0.5, 0.2215, 0.292, 9
F, 0.6, 0.475, 0.135, 1.4405, 0.5885, 0.191, 0.3175, 9
F, 0.6, 0.5, 0.155, 1.332, 0.6235, 0.2835, 0.35, 8
F, 0.655, 0.545, 0.165, 1.6225, 0.6555, 0.299, 0.513, 12
M, 0.66, 0.535, 0.2, 1.791, 0.733, 0.318, 0.54, 15
F, 0.675, 0.55, 0.175, 1.689, 0.694, 0.371, 0.474, 13
F, 0.73, 0.57, 0.165, 2.0165, 1.0685, 0.418, 0.435, 10
I, 0.225, 0.17, 0.07, 0.0565, 0.024, 0.013, 0.016, 4
I, 0.28, 0.22, 0.08, 0.1315, 0.066, 0.024, 0.03, 5
F, 0.455, 0.35, 0.12, 0.4555, 0.1945, 0.1045, 0.1375, 7
M, 0.525, 0.425, 0.125, 0.812, 0.4035, 0.1705, 0.195, 8
F, 0.57, 0.445, 0.15, 0.995, 0.504, 0.185, 0.2505, 9
F, 0.585, 0.45, 0.16, 0.9045, 0.405, 0.2215, 0.2335, 8
M, 0.59, 0.465, 0.14, 1.046, 0.4695, 0.263, 0.263, 7
F, 0.595, 0.465, 0.15, 1.0255, 0.412, 0.2745, 0.289, 11
I, 0.275, 0.205, 0.07, 0.1055, 0.495, 0.019, 0.0315, 5
I, 0.43, 0.32, 0.1, 0.3465, 0.1635, 0.08, 0.09, 7
I, 0.44, 0.34, 0.1, 0.407, 0.209, 0.0735, 0.103, 7
I, 0.44, 0.335, 0.115, 0.4215, 0.173, 0.0765, 0.113, 7
F, 0.545, 0.43, 0.14, 0.832, 0.4355, 0.17, 0.201, 9
F, 0.55, 0.44, 0.135, 0.8435, 0.434, 0.1995, 0.185, 8
M, 0.59, 0.46, 0.14, 1.004, 0.496, 0.2165, 0.26, 9
M, 0.6, 0.49, 0.21, 1.9875, 1.005, 0.419, 0.491, 10
M, 0.62, 0.49, 0.155, 1.1, 0.505, 0.2475, 0.31, 9
F, 0.65, 0.535, 0.175, 1.2895, 0.6095, 0.2765, 0.344, 10
F, 0.65, 0.49, 0.155, 1.122, 0.545, 0.228, 0.3055, 9
F, 0.665, 0.505, 0.165, 1.349, 0.5985, 0.3175, 0.36, 9
M, 0.67, 0.5, 0.2, 1.269, 0.576, 0.2985, 0.351, 11
M, 0.735, 0.57, 0.175, 1.88, 0.9095, 0.387, 0.488, 11
F, 0.74, 0.575, 0.22, 2.012, 0.8915, 0.5265, 0.471, 12
I, 0.19, 0.14, 0.03, 0.0315, 0.0125, 0.0050, 0.0105, 3
I, 0.29, 0.215, 0.065, 0.0985, 0.0425, 0.021, 0.031, 5
I, 0.355, 0.255, 0.08, 0.187, 0.078, 0.0505, 0.058, 7
I, 0.41, 0.325, 0.11, 0.326, 0.1325, 0.075, 0.101, 8
I, 0.415, 0.335, 0.1, 0.358, 0.169, 0.067, 0.105, 7
I, 0.42, 0.325, 0.115, 0.314, 0.1295, 0.0635, 0.1, 8
I, 0.42, 0.315, 0.11, 0.4025, 0.1855, 0.083, 0.1015, 8
I, 0.46, 0.35, 0.1, 0.471, 0.252, 0.077, 0.123, 8
I, 0.55, 0.42, 0.155, 0.912, 0.495, 0.1805, 0.205, 9
I, 0.555, 0.435, 0.145, 0.6975, 0.262, 0.1575, 0.24, 11
F, 0.555, 0.445, 0.175, 1.1465, 0.551, 0.244, 0.2785, 8
I, 0.56, 0.44, 0.14, 0.825, 0.402, 0.139, 0.245, 10
M, 0.59, 0.475, 0.14, 0.977, 0.4625, 0.2025, 0.275, 10
M, 0.6, 0.495, 0.185, 1.1145, 0.5055, 0.2635, 0.367, 11
F, 0.62, 0.48, 0.165, 1.0125, 0.5325, 0.4365, 0.324, 10
M, 0.65, 0.51, 0.175, 1.446, 0.6485, 0.2705, 0.45, 12
M, 0.7, 0.54, 0.205, 1.74, 0.7885, 0.373, 0.4865, 13
I, 0.325, 0.24, 0.075, 0.1525, 0.072, 0.0645, 0.043, 6
I, 0.33, 0.225, 0.075, 0.187, 0.0945, 0.0395, 0.0425, 7
I, 0.375, 0.265, 0.095, 0.196, 0.085, 0.042, 0.0585, 5
I, 0.39, 0.29, 0.09, 0.2625, 0.117, 0.054, 0.077, 7
I, 0.45, 0.335, 0.105, 0.362, 0.1575, 0.0795, 0.1095, 7
M, 0.5, 0.365, 0.13, 0.5945, 0.309, 0.1085, 0.1535, 9
M, 0.535, 0.405, 0.14, 0.818, 0.402, 0.1715, 0.189, 7
F, 0.54, 0.415, 0.15, 0.8115, 0.3875, 0.1875, 0.2035, 9
F, 0.625, 0.485, 0.16, 1.254, 0.591, 0.259, 0.3485, 9
F, 0.65, 0.525, 0.19, 1.385, 0.8875, 0.3095, 0.405, 11
F, 0.655, 0.515, 0.17, 1.527, 0.8485, 0.2635, 0.331, 11
I, 0.37, 0.27, 0.09, 0.1855, 0.07, 0.0425, 0.065, 7
I, 0.375, 0.28, 0.085, 0.2145, 0.0855, 0.0485, 0.072, 7
I, 0.4, 0.315, 0.09, 0.3245, 0.151, 0.073, 0.088, 8
I, 0.435, 0.335, 0.095, 0.298, 0.109, 0.058, 0.115, 7
I, 0.46, 0.36, 0.14, 0.447, 0.161, 0.087, 0.16, 9
I, 0.51, 0.4, 0.125, 0.5935, 0.239, 0.13, 0.204, 8
I, 0.52, 0.4, 0.11, 0.597, 0.2935, 0.1155, 0.16, 8
I, 0.53, 0.38, 0.125, 0.616, 0.292, 0.113, 0.185, 8
I, 0.55, 0.435, 0.165, 0.804, 0.34, 0.194, 0.244, 8
I, 0.55, 0.425, 0.13, 0.664, 0.2695, 0.163, 0.21, 8
F, 0.575, 0.425, 0.15, 0.8765, 0.455, 0.18, 0.228, 8
M, 0.58, 0.465, 0.15, 0.9065, 0.371, 0.1965, 0.29, 8
I, 0.6, 0.445, 0.135, 0.9205, 0.445, 0.2035, 0.253, 9
F, 0.6, 0.48, 0.17, 1.056, 0.4575, 0.2435, 0.3135, 10
F, 0.605, 0.495, 0.17, 1.0915, 0.4365, 0.2715, 0.335, 13
F, 0.61, 0.47, 0.195, 1.2735, 0.469, 0.3315, 0.398, 12
I, 0.61, 0.49, 0.16, 1.1545, 0.5865, 0.2385, 0.2915, 11
M, 0.625, 0.515, 0.165, 1.217, 0.667, 0.2065, 0.3115, 10
M, 0.625, 0.49, 0.12, 0.8765, 0.456, 0.18, 0.233, 10
M, 0.64, 0.575, 0.175, 1.4585, 0.625, 0.266, 0.4395, 11
F, 0.645, 0.52, 0.17, 1.197, 0.526, 0.2925, 0.317, 11
M, 0.67, 0.525, 0.195, 1.4405, 0.6595, 0.2675, 0.425, 9
M, 0.72, 0.58, 0.19, 2.0885, 0.9955, 0.478, 0.5305, 13
M, 0.49, 0.355, 0.155, 0.981, 0.465, 0.2015, 0.2505, 8
I, 0.5, 0.37, 0.115, 0.5745, 0.306, 0.112, 0.141, 7
F, 0.525, 0.41, 0.135, 0.7905, 0.4065, 0.198, 0.177, 8
M, 0.645, 0.505, 0.185, 1.463, 0.592, 0.3905, 0.416, 10
F, 0.655, 0.505, 0.175, 1.2905, 0.6205, 0.2965, 0.326, 10
M, 0.7, 0.545, 0.185, 1.6135, 0.75, 0.4035, 0.3685, 11
F, 0.75, 0.615, 0.205, 2.2635, 0.821, 0.423, 0.726, 12
I, 0.375, 0.26, 0.08, 0.2075, 0.09, 0.0415, 0.07, 6
I, 0.515, 0.385, 0.125, 0.572, 0.237, 0.1435, 0.165, 7
I, 0.565, 0.44, 0.135, 0.768, 0.3305, 0.1385, 0.2475, 9
M, 0.575, 0.445, 0.14, 0.737, 0.325, 0.1405, 0.237, 10
M, 0.615, 0.49, 0.17, 1.145, 0.4915, 0.208, 0.343, 13
I, 0.62, 0.475, 0.16, 0.907, 0.371, 0.167, 0.3075, 11
M, 0.635, 0.5, 0.18, 1.154, 0.4405, 0.2315, 0.387, 9
F, 0.64, 0.485, 0.145, 1.1335, 0.5525, 0.2505, 0.3015, 11
M, 0.685, 0.51, 0.165, 1.545, 0.686, 0.3775, 0.4055, 10
I, 0.225, 0.17, 0.05, 0.0515, 0.019, 0.012, 0.017, 4
I, 0.255, 0.185, 0.06, 0.0925, 0.039, 0.021, 0.025, 6
I, 0.355, 0.27, 0.075, 0.204, 0.3045, 0.046, 0.0595, 7
I, 0.425, 0.31, 0.095, 0.3075, 0.139, 0.0745, 0.093, 7
F, 0.55, 0.43, 0.15, 0.655, 0.2635, 0.122, 0.221, 8
M, 0.595, 0.455, 0.145, 0.942, 0.43, 0.182, 0.277, 11
M, 0.645, 0.5, 0.18, 1.461, 0.5985, 0.2425, 0.439, 11
M, 0.66, 0.525, 0.2, 1.489, 0.6065, 0.3795, 0.421, 10
I, 0.44, 0.34, 0.1, 0.379, 0.1725, 0.0815, 0.101, 7
I, 0.44, 0.34, 0.12, 0.4995, 0.2965, 0.0945, 0.1185, 6
M, 0.465, 0.405, 0.135, 0.7775, 0.436, 0.1715, 0.1455, 10
M, 0.575, 0.45, 0.135, 0.9215, 0.354, 0.209, 0.2365, 9
M, 0.675, 0.505, 0.16, 1.532, 0.74, 0.357, 0.3815, 11
I, 0.335, 0.26, 0.09, 0.1835, 0.078, 0.024, 0.065, 11
M, 0.55, 0.42, 0.17, 0.8465, 0.336, 0.2405, 0.245, 13
F, 0.71, 0.53, 0.195, 1.8745, 0.6755, 0.4065, 0.6855, 12
M, 0.425, 0.335, 0.1, 0.4085, 0.1755, 0.092, 0.135, 9
M, 0.55, 0.435, 0.11, 0.806, 0.3415, 0.203, 0.215, 9
M, 0.64, 0.49, 0.14, 1.194, 0.4445, 0.238, 0.375, 15
F, 0.545, 0.41, 0.115, 0.6765, 0.29, 0.158, 0.22, 9
M, 0.56, 0.45, 0.155, 0.9125, 0.3595, 0.271, 0.35, 10
M, 0.35, 0.265, 0.09, 0.2265, 0.0995, 0.0575, 0.065, 6
I, 0.51, 0.405, 0.12, 0.61, 0.229, 0.131, 0.235, 11
F, 0.59, 0.415, 0.15, 0.8805, 0.3645, 0.234, 0.235, 11
F, 0.47, 0.36, 0.11, 0.4965, 0.237, 0.127, 0.13, 6
I, 0.2, 0.145, 0.025, 0.0345, 0.011, 0.0075, 0.01, 5
I, 0.325, 0.245, 0.075, 0.1495, 0.0605, 0.033, 0.045, 5
I, 0.295, 0.215, 0.075, 0.116, 0.037, 0.0295, 0.04, 8
I, 0.43, 0.34, 0.125, 0.384, 0.1375, 0.061, 0.146, 14
M, 0.425, 0.34, 0.12, 0.388, 0.149, 0.087, 0.125, 10
M, 0.52, 0.415, 0.175, 0.753, 0.258, 0.171, 0.255, 8
M, 0.64, 0.525, 0.2, 1.3765, 0.44, 0.3075, 0.47, 16
F, 0.64, 0.505, 0.19, 1.2765, 0.4835, 0.328, 0.4, 12
M, 0.485, 0.41, 0.15, 0.696, 0.2405, 0.1625, 0.265, 13
M, 0.665, 0.535, 0.155, 1.383, 0.596, 0.2565, 0.485, 14
M, 0.65, 0.525, 0.19, 1.4995, 0.6265, 0.4005, 0.395, 14
F, 0.695, 0.55, 0.16, 1.6365, 0.694, 0.3005, 0.44, 13
M, 0.595, 0.5, 0.165, 1.06, 0.402, 0.28, 0.275, 11
I, 0.455, 0.375, 0.125, 0.533, 0.233, 0.106, 0.185, 8
I, 0.43, 0.35, 0.105, 0.366, 0.1705, 0.0855, 0.11, 6
I, 0.3, 0.23, 0.075, 0.15, 0.0605, 0.042, 0.045, 5
F, 0.4, 0.335, 0.115, 0.4335, 0.2105, 0.1205, 0.12, 10
M, 0.465, 0.36, 0.125, 0.4365, 0.169, 0.1075, 0.145, 11
F, 0.475, 0.375, 0.14, 0.501, 0.192, 0.1175, 0.175, 13
M, 0.46, 0.355, 0.11, 0.415, 0.215, 0.082, 0.13, 12
F, 0.655, 0.53, 0.19, 1.428, 0.493, 0.318, 0.565, 18
F, 0.59, 0.475, 0.155, 0.9715, 0.371, 0.235, 0.28, 11
F, 0.605, 0.475, 0.145, 1.0185, 0.4695, 0.225, 0.27, 15
M, 0.535, 0.42, 0.16, 0.72, 0.275, 0.164, 0.225, 15
M, 0.53, 0.405, 0.13, 0.738, 0.2845, 0.17, 0.193, 9
F, 0.57, 0.435, 0.14, 0.8085, 0.3235, 0.183, 0.22, 16
I, 0.45, 0.355, 0.115, 0.4385, 0.184, 0.108, 0.1125, 11
F, 0.705, 0.555, 0.2, 1.4685, 0.4715, 0.3235, 0.52, 19
F, 0.535, 0.425, 0.155, 0.7765, 0.302, 0.1565, 0.25, 16
I, 0.49, 0.385, 0.14, 0.5425, 0.198, 0.127, 0.175, 11
F, 0.48, 0.37, 0.13, 0.5885, 0.2475, 0.1505, 0.1595, 15
F, 0.385, 0.305, 0.125, 0.314, 0.146, 0.0555, 0.08, 10
F, 0.425, 0.325, 0.135, 0.382, 0.1465, 0.079, 0.14, 12
F, 0.685, 0.525, 0.175, 1.71, 0.5415, 0.309, 0.58, 16
F, 0.585, 0.475, 0.185, 0.8575, 0.3465, 0.1785, 0.275, 12
M, 0.43, 0.33, 0.095, 0.34, 0.1315, 0.085, 0.112, 14
I, 0.495, 0.38, 0.145, 0.515, 0.175, 0.098, 0.212, 13
M, 0.415, 0.32, 0.1, 0.3005, 0.1215, 0.0575, 0.104, 11
F, 0.455, 0.36, 0.11, 0.4385, 0.206, 0.098, 0.125, 10
M, 0.41, 0.3, 0.1, 0.301, 0.124, 0.069, 0.09, 9
I, 0.54, 0.405, 0.15, 0.7585, 0.307, 0.2075, 0.19, 10
I, 0.31, 0.235, 0.09, 0.127, 0.048, 0.031, 0.04, 6
F, 0.305, 0.225, 0.07, 0.1485, 0.0585, 0.0335, 0.045, 7
M, 0.74, 0.535, 0.185, 1.65, 0.734, 0.4505, 0.335, 13
I, 0.35, 0.28, 0.075, 0.196, 0.082, 0.04, 0.064, 8
I, 0.43, 0.32, 0.1, 0.3855, 0.192, 0.0745, 0.1, 7
M, 0.56, 0.45, 0.14, 0.9, 0.472, 0.182, 0.218, 7
F, 0.58, 0.48, 0.18, 1.2495, 0.4945, 0.27, 0.371, 8
I, 0.36, 0.27, 0.09, 0.219, 0.097, 0.0405, 0.065, 6
I, 0.365, 0.27, 0.105, 0.2155, 0.0915, 0.0475, 0.063, 6
I, 0.37, 0.28, 0.09, 0.2565, 0.1255, 0.0645, 0.0645, 6
F, 0.465, 0.355, 0.115, 0.4705, 0.1955, 0.118, 0.126, 7
I, 0.495, 0.4, 0.145, 0.578, 0.2545, 0.1305, 0.1645, 8
F, 0.505, 0.39, 0.12, 0.5725, 0.2555, 0.1325, 0.146, 8
M, 0.52, 0.39, 0.12, 0.6435, 0.2885, 0.157, 0.161, 7
F, 0.575, 0.46, 0.165, 1.065, 0.4985, 0.2145, 0.2815, 8
M, 0.6, 0.475, 0.155, 1.1385, 0.502, 0.2295, 0.31, 9
F, 0.61, 0.495, 0.175, 1.2635, 0.53, 0.315, 0.3455, 10
F, 0.61, 0.47, 0.16, 1.0745, 0.4925, 0.236, 0.29, 8
M, 0.615, 0.505, 0.19, 1.403, 0.6715, 0.2925, 0.365, 8
F, 0.625, 0.495, 0.16, 1.1115, 0.4495, 0.2825, 0.345, 11
F, 0.505, 0.475, 0.16, 1.1155, 0.509, 0.239, 0.3065, 8
M, 0.555, 0.44, 0.145, 0.85, 0.4165, 0.1685, 0.23, 8
F, 0.555, 0.43, 0.135, 0.812, 0.4055, 0.163, 0.2215, 9
M, 0.56, 0.415, 0.13, 0.7615, 0.3695, 0.17, 0.1955, 8
F, 0.645, 0.52, 0.175, 1.3345, 0.667, 0.2665, 0.355, 10
