@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
I, 0.485, 0.36, 0.12, 0.5155, 0.2465, 0.1025, 0.147, 8
I, 0.495, 0.38, 0.135, 0.5095, 0.2065, 0.1165, 0.165, 8
I, 0.495, 0.375, 0.14, 0.494, 0.181, 0.0975, 0.191, 8
I, 0.505, 0.4, 0.145, 0.7045, 0.334, 0.1425, 0.207, 8
I, 0.52, 0.415, 0.14, 0.6375, 0.308, 0.1335, 0.168, 9
I, 0.52, 0.38, 0.115, 0.6645, 0.3285, 0.17, 0.1425, 7
I, 0.525, 0.405, 0.145, 0.6965, 0.3045, 0.1535, 0.21, 8
I, 0.535, 0.455, 0.14, 1.0015, 0.53, 0.1765, 0.244, 9
F, 0.54, 0.425, 0.16, 0.9455, 0.3675, 0.2005, 0.295, 9
I, 0.54, 0.395, 0.135, 0.6555, 0.2705, 0.155, 0.192, 9
F, 0.565, 0.445, 0.125, 0.8305, 0.3135, 0.1785, 0.23, 11
M, 0.565, 0.455, 0.155, 0.9355, 0.421, 0.183, 0.26, 11
M, 0.57, 0.46, 0.155, 1.0005, 0.454, 0.205, 0.265, 11
M, 0.575, 0.45, 0.155, 0.9765, 0.495, 0.2145, 0.235, 9
F, 0.575, 0.43, 0.155, 0.7955, 0.3485, 0.1925, 0.22, 9
F, 0.58, 0.45, 0.195, 0.8265, 0.4035, 0.173, 0.225, 9
F, 0.58, 0.5, 0.165, 0.925, 0.37, 0.185, 0.3005, 10
M, 0.61, 0.48, 0.14, 1.031, 0.4375, 0.2615, 0.27, 8
M, 0.62, 0.485, 0.155, 1.0295, 0.425, 0.2315, 0.335, 12
M, 0.625, 0.505, 0.185, 1.1565, 0.52, 0.2405, 0.3535, 10
M, 0.63, 0.49, 0.155, 1.2525, 0.63, 0.246, 0.289, 9
F, 0.645, 0.52, 0.21, 1.5535, 0.616, 0.3655, 0.474, 16
F, 0.66, 0.535, 0.205, 1.4415, 0.5925, 0.2775, 0.49, 10
M, 0.665, 0.515, 0.2, 1.2695, 0.5115, 0.2675, 0.436, 12
M, 0.72, 0.565, 0.19, 2.081, 1.0815, 0.4305, 0.503, 11
I, 0.135, 0.13, 0.04, 0.029, 0.0125, 0.0065, 0.0080, 4
I, 0.285, 0.215, 0.06, 0.0935, 0.031, 0.023, 0.03, 6
I, 0.29, 0.21, 0.065, 0.097, 0.0375, 0.022, 0.03, 6
I, 0.355, 0.27, 0.105, 0.271, 0.1425, 0.0525, 0.0735, 9
I, 0.375, 0.28, 0.08, 0.226, 0.105, 0.047, 0.065, 6
I, 0.375, 0.275, 0.085, 0.22, 0.109, 0.05, 0.0605, 7
I, 0.415, 0.325, 0.11, 0.316, 0.1385, 0.0795, 0.0925, 8
I, 0.425, 0.315, 0.095, 0.3675, 0.1865, 0.0675, 0.0985, 7
M, 0.47, 0.365, 0.135, 0.522, 0.2395, 0.1525, 0.145, 10
M, 0.505, 0.395, 0.135, 0.5915, 0.288, 0.1315, 0.185, 12
I, 0.51, 0.455, 0.135, 0.6855, 0.2875, 0.154, 0.2035, 9
M, 0.515, 0.4, 0.14, 0.6335, 0.288, 0.145, 0.168, 9
F, 0.53, 0.43, 0.15, 0.741, 0.325, 0.1855, 0.196, 9
M, 0.605, 0.445, 0.14, 0.982, 0.4295, 0.2085, 0.295, 12
F, 0.625, 0.515, 0.18, 1.3485, 0.5255, 0.252, 0.3925, 14
M, 0.66, 0.515, 0.195, 1.5655, 0.7345, 0.353, 0.386, 9
I, 0.28, 0.215, 0.08, 0.132, 0.072, 0.022, 0.033, 5
I, 0.32, 0.255, 0.085, 0.1745, 0.072, 0.033, 0.057, 8
I, 0.42, 0.315, 0.115, 0.355, 0.1895, 0.065, 0.087, 6
I, 0.445, 0.32, 0.12, 0.378, 0.152, 0.0825, 0.12, 8
M, 0.45, 0.35, 0.13, 0.4655, 0.2075, 0.1045, 0.135, 8
M, 0.46, 0.345, 0.12, 0.4935, 0.2435, 0.1175, 0.132, 8
M, 0.465, 0.36, 0.11, 0.4955, 0.2665, 0.085, 0.121, 7
F, 0.545, 0.43, 0.16, 0.844, 0.3945, 0.1855, 0.231, 9
M, 0.58, 0.45, 0.12, 0.8685, 0.418, 0.1475, 0.2605, 8
F, 0.6, 0.47, 0.19, 1.1345, 0.492, 0.2595, 0.3375, 10
F, 0.61, 0.43, 0.14, 0.909, 0.438, 0.2, 0.22, 8
M, 0.645, 0.495, 0.15, 1.2095, 0.603, 0.2225, 0.339, 9
M, 0.685, 0.55, 0.2, 1.7725, 0.813, 0.387, 0.49, 11
F, 0.71, 0.5, 0.15, 1.3165, 0.6835, 0.2815, 0.28, 10
F, 0.72, 0.575, 0.215, 2.1, 0.8565, 0.4825, 0.602, 12
I, 0.405, 0.305, 0.09, 0.2825, 0.114, 0.0575, 0.095, 7
M, 0.415, 0.3, 0.1, 0.3355, 0.1545, 0.0685, 0.095, 7
M, 0.5, 0.39, 0.145, 0.651, 0.273, 0.132, 0.22, 11
M, 0.5, 0.38, 0.155, 0.66, 0.2655, 0.1365, 0.215, 19
F, 0.49, 0.385, 0.125, 0.5395, 0.2175, 0.128, 0.165, 11
I, 0.31, 0.225, 0.05, 0.1445, 0.0675, 0.0385, 0.045, 6
I, 0.455, 0.37, 0.125, 0.433, 0.201, 0.1265, 0.145, 9
I, 0.475, 0.36, 0.11, 0.4555, 0.177, 0.0965, 0.145, 9
M, 0.62, 0.51, 0.175, 1.1505, 0.4375, 0.2265, 0.4, 12
M, 0.32, 0.24, 0.08, 0.18, 0.08, 0.0385, 0.055, 6
F, 0.52, 0.41, 0.125, 0.6985, 0.2945, 0.1625, 0.215, 10
F, 0.56, 0.425, 0.125, 0.932, 0.361, 0.213, 0.335, 9
M, 0.455, 0.35, 0.105, 0.401, 0.1575, 0.083, 0.135, 9
M, 0.445, 0.355, 0.11, 0.4415, 0.1805, 0.1035, 0.1505, 10
M, 0.56, 0.42, 0.195, 0.8085, 0.3025, 0.1795, 0.285, 14
F, 0.64, 0.51, 0.2, 1.3905, 0.61, 0.3315, 0.41, 12
M, 0.335, 0.235, 0.085, 0.1545, 0.066, 0.0345, 0.045, 6
I, 0.215, 0.15, 0.03, 0.0385, 0.0115, 0.0050, 0.01, 5
F, 0.595, 0.48, 0.2, 0.975, 0.358, 0.2035, 0.34, 15
I, 0.32, 0.235, 0.08, 0.1485, 0.064, 0.031, 0.045, 6
F, 0.52, 0.4, 0.125, 0.6865, 0.295, 0.1715, 0.185, 9
F, 0.645, 0.49, 0.215, 1.406, 0.4265, 0.2285, 0.51, 25
M, 0.615, 0.48, 0.19, 1.36, 0.5305, 0.2375, 0.47, 18
F, 0.29, 0.225, 0.075, 0.14, 0.0515, 0.0235, 0.04, 5
F, 0.515, 0.415, 0.13, 0.764, 0.276, 0.196, 0.25, 13
F, 0.625, 0.525, 0.195, 1.352, 0.4505, 0.2445, 0.53, 13
F, 0.56, 0.445, 0.18, 0.903, 0.3575, 0.2045, 0.295, 9
M, 0.6, 0.48, 0.175, 1.229, 0.4125, 0.2735, 0.415, 13
M, 0.415, 0.315, 0.125, 0.388, 0.068, 0.09, 0.125, 12
F, 0.47, 0.365, 0.12, 0.543, 0.2295, 0.1495, 0.15, 9
M, 0.43, 0.335, 0.115, 0.406, 0.166, 0.0935, 0.135, 8
M, 0.585, 0.43, 0.16, 0.955, 0.3625, 0.176, 0.27, 11
F, 0.58, 0.455, 0.16, 0.9215, 0.312, 0.196, 0.3, 17
I, 0.59, 0.45, 0.16, 0.893, 0.2745, 0.2185, 0.345, 14
F, 0.61, 0.48, 0.175, 1.0675, 0.391, 0.216, 0.42, 15
M, 0.695, 0.57, 0.2, 2.033, 0.751, 0.4255, 0.685, 15
M, 0.655, 0.525, 0.185, 1.259, 0.487, 0.2215, 0.445, 20
F, 0.6, 0.475, 0.18, 1.1805, 0.4345, 0.2475, 0.425, 19
I, 0.435, 0.345, 0.12, 0.4475, 0.221, 0.112, 0.125, 7
I, 0.325, 0.27, 0.1, 0.185, 0.08, 0.0435, 0.065, 6
I, 0.495, 0.385, 0.125, 0.585, 0.2755, 0.1235, 0.165, 8
F, 0.58, 0.455, 0.12, 0.94, 0.399, 0.257, 0.265, 11
F, 0.465, 0.375, 0.135, 0.6, 0.2225, 0.129, 0.23, 16
F, 0.435, 0.35, 0.11, 0.384, 0.143, 0.1005, 0.125, 13
M, 0.575, 0.435, 0.15, 0.805, 0.293, 0.1625, 0.27, 17
M, 0.535, 0.435, 0.155, 0.8915, 0.3415, 0.177, 0.25, 13
M, 0.49, 0.395, 0.135, 0.5545, 0.213, 0.0925, 0.215, 14
M, 0.43, 0.345, 0.115, 0.3045, 0.0925, 0.055, 0.12, 11
M, 0.695, 0.55, 0.22, 1.5515, 0.566, 0.3835, 0.445, 13
M, 0.655, 0.485, 0.195, 1.62, 0.6275, 0.358, 0.485, 17
F, 0.59, 0.47, 0.17, 0.9, 0.355, 0.1905, 0.25, 11
F, 0.71, 0.565, 0.195, 1.7265, 0.638, 0.3365, 0.565, 17
M, 0.59, 0.475, 0.16, 0.9455, 0.3815, 0.184, 0.27, 19
M, 0.555, 0.44, 0.135, 0.9025, 0.3805, 0.2105, 0.28, 13
M, 0.575, 0.47, 0.15, 1.1415, 0.4515, 0.204, 0.4, 13
F, 0.63, 0.505, 0.165, 1.065, 0.4595, 0.216, 0.315, 12
M, 0.65, 0.545, 0.16, 1.2425, 0.487, 0.296, 0.48, 15
I, 0.42, 0.325, 0.115, 0.354, 0.1625, 0.064, 0.105, 8
F, 0.43, 0.34, 0.11, 0.382, 0.154, 0.0955, 0.109, 8
I, 0.415, 0.325, 0.115, 0.3285, 0.1405, 0.051, 0.106, 12
I, 0.525, 0.43, 0.15, 0.7365, 0.3225, 0.161, 0.215, 11
F, 0.45, 0.345, 0.115, 0.496, 0.1905, 0.117, 0.14, 12
M, 0.42, 0.34, 0.125, 0.4495, 0.165, 0.1125, 0.144, 11
I, 0.3, 0.22, 0.09, 0.1425, 0.057, 0.0335, 0.043, 7
I, 0.5, 0.385, 0.155, 0.762, 0.3795, 0.161, 0.19, 14
I, 0.445, 0.33, 0.1, 0.437, 0.163, 0.0755, 0.17, 13
F, 0.505, 0.375, 0.115, 0.5895, 0.2635, 0.12, 0.167, 10
I, 0.42, 0.305, 0.11, 0.28, 0.094, 0.0785, 0.0955, 9
I, 0.52, 0.415, 0.16, 0.595, 0.2105, 0.142, 0.26, 15
M, 0.34, 0.255, 0.095, 0.213, 0.081, 0.034, 0.07, 9
F, 0.61, 0.485, 0.165, 1.087, 0.4255, 0.232, 0.38, 11
I, 0.635, 0.5, 0.18, 1.319, 0.5485, 0.292, 0.49, 16
F, 0.515, 0.4, 0.17, 0.796, 0.258, 0.1755, 0.28, 16
M, 0.465, 0.355, 0.125, 0.5255, 0.2025, 0.135, 0.145, 13
F, 0.445, 0.335, 0.14, 0.4565, 0.1785, 0.114, 0.14, 11
M, 0.5, 0.38, 0.135, 0.5835, 0.2295, 0.1265, 0.18, 12
I, 0.275, 0.205, 0.08, 0.096, 0.036, 0.0185, 0.03, 6
F, 0.35, 0.265, 0.09, 0.1855, 0.0745, 0.0415, 0.06, 7
I, 0.235, 0.17, 0.065, 0.0625, 0.023, 0.014, 0.022, 6
I, 0.25, 0.185, 0.065, 0.071, 0.027, 0.0185, 0.0225, 5
I, 0.2, 0.145, 0.05, 0.036, 0.0125, 0.0080, 0.011, 4
M, 0.445, 0.35, 0.14, 0.5905, 0.2025, 0.158, 0.19, 14
M, 0.515, 0.405, 0.14, 0.8505, 0.312, 0.146, 0.315, 17
F, 0.52, 0.405, 0.14, 0.6915, 0.276, 0.137, 0.215, 11
F, 0.47, 0.355, 0.18, 0.441, 0.1525, 0.1165, 0.135, 8
F, 0.5, 0.44, 0.155, 0.742, 0.2025, 0.2005, 0.2115, 14
F, 0.54, 0.415, 0.175, 0.8975, 0.275, 0.241, 0.275, 14
F, 0.49, 0.4, 0.145, 0.6635, 0.21, 0.1295, 0.2515, 13
F, 0.475, 0.38, 0.145, 0.57, 0.167, 0.118, 0.187, 11
M, 0.4, 0.305, 0.13, 0.2935, 0.096, 0.0675, 0.105, 9
F, 0.52, 0.4, 0.13, 0.6245, 0.215, 0.2065, 0.17, 15
M, 0.495, 0.4, 0.14, 0.7775, 0.2015, 0.18, 0.25, 15
I, 0.34, 0.255, 0.075, 0.18, 0.0745, 0.04, 0.0525, 6
F, 0.47, 0.375, 0.12, 0.6015, 0.2765, 0.1455, 0.135, 8
M, 0.48, 0.37, 0.135, 0.6315, 0.3445, 0.1015, 0.161, 7
M, 0.5, 0.4, 0.13, 0.7715, 0.37, 0.16, 0.211, 8
M, 0.58, 0.46, 0.18, 1.145, 0.48, 0.277, 0.325, 11
M, 0.605, 0.475, 0.175, 1.201, 0.5395, 0.275, 0.309, 10
F, 0.625, 0.49, 0.155, 1.33, 0.6675, 0.259, 0.33, 10
F, 0.695, 0.53, 0.2, 2.0475, 0.75, 0.4195, 0.6095, 14
I, 0.31, 0.225, 0.075, 0.155, 0.065, 0.037, 0.0365, 6
I, 0.39, 0.295, 0.1, 0.279, 0.1155, 0.059, 0.08, 7
I, 0.405, 0.31, 0.065, 0.3205, 0.1575, 0.066, 0.088, 6
I, 0.415, 0.325, 0.1, 0.3335, 0.1445, 0.0715, 0.095, 7
I, 0.45, 0.35, 0.125, 0.4775, 0.2235, 0.089, 0.118, 6
I, 0.45, 0.35, 0.12, 0.468, 0.2005, 0.1065, 0.1325, 8
I, 0.46, 0.345, 0.115, 0.4215, 0.1895, 0.102, 0.111, 6
I, 0.475, 0.355, 0.105, 0.468, 0.201, 0.1115, 0.12, 8
M, 0.5, 0.375, 0.145, 0.6215, 0.274, 0.166, 0.1485, 7
F, 0.53, 0.42, 0.17, 0.828, 0.41, 0.208, 0.1505, 6
F, 0.53, 0.405, 0.15, 0.889, 0.4055, 0.2275, 0.215, 8
M, 0.54, 0.435, 0.14, 0.7345, 0.33, 0.1595, 0.213, 9
F, 0.55, 0.425, 0.125, 0.964, 0.5475, 0.159, 0.215, 8
F, 0.595, 0.465, 0.15, 1.0765, 0.491, 0.22, 0.287, 9
M, 0.61, 0.48, 0.15, 1.1495, 0.564, 0.274, 0.264, 8
F, 0.615, 0.5, 0.165, 1.327, 0.6, 0.3015, 0.355, 10
F, 0.625, 0.49, 0.175, 1.1075, 0.4485, 0.2165, 0.3595, 8
M, 0.645, 0.5, 0.175, 1.5105, 0.6735, 0.3755, 0.3775, 12
M, 0.69, 0.54, 0.185, 1.71, 0.7725, 0.3855, 0.4325, 8
F, 0.705, 0.56, 0.205, 2.381, 0.9915, 0.5005, 0.624, 10
I, 0.22, 0.16, 0.05, 0.049, 0.0215, 0.01, 0.015, 4
I, 0.46, 0.37, 0.12, 0.5335, 0.2645, 0.108, 0.1345, 6
I, 0.51, 0.385, 0.15, 0.625, 0.3095, 0.119, 0.1725, 8
I, 0.52, 0.395, 0.135, 0.633, 0.2985, 0.1295, 0.175, 9
M, 0.545, 0.42, 0.12, 0.7865, 0.403, 0.185, 0.17, 7
I, 0.55, 0.42, 0.13, 0.636, 0.294, 0.144, 0.1755, 8
F, 0.57, 0.45, 0.18, 0.908, 0.4015, 0.217, 0.255, 9
F, 0.585, 0.45, 0.15, 0.938, 0.467, 0.203, 0.225, 7
F, 0.615, 0.47, 0.155, 1.084, 0.5885, 0.209, 0.246, 9
M, 0.615, 0.475, 0.175, 1.103, 0.4635, 0.3095, 0.2725, 10
M, 0.625, 0.495, 0.185, 1.3835, 0.7105, 0.3005, 0.345, 11
M, 0.645, 0.515, 0.16, 1.1845, 0.506, 0.311, 0.335, 9
M, 0.66, 0.515, 0.165, 1.4465, 0.694, 0.298, 0.3755, 10
M, 0.67, 0.51, 0.18, 1.68, 0.926, 0.2975, 0.3935, 13
F, 0.675, 0.55, 0.19, 1.551, 0.7105, 0.3685, 0.412, 13
M, 0.68, 0.52, 0.165, 1.4775, 0.724, 0.279, 0.406, 11
M, 0.725, 0.55, 0.2, 1.51, 0.8735, 0.4265, 0.5085, 9
I, 0.34, 0.245, 0.085, 0.2015, 0.1005, 0.038, 0.053, 6
I, 0.405, 0.305, 0.1, 0.268, 0.1145, 0.053, 0.085, 7
I, 0.475, 0.355, 0.115, 0.5195, 0.279, 0.088, 0.1325, 7
I, 0.485, 0.38, 0.125, 0.5215, 0.2215, 0.118, 0.16, 8
I, 0.51, 0.385, 0.145, 0.7665, 0.3985, 0.14, 0.1805, 8
I, 0.55, 0.43, 0.145, 0.712, 0.3025, 0.152, 0.225, 10
I, 0.55, 0.425, 0.145, 0.89, 0.4325, 0.171, 0.236, 10
I, 0.565, 0.43, 0.15, 0.8215, 0.332, 0.1685, 0.29, 11
F, 0.575, 0.435, 0.155, 0.8975, 0.4115, 0.2325, 0.23, 9
F, 0.585, 0.455, 0.13, 0.8755, 0.411, 0.2065, 0.225, 8
F, 0.61, 0.45, 0.13, 0.8725, 0.389, 0.1715, 0.272, 11
M, 0.63, 0.505, 0.175, 1.221, 0.555, 0.252, 0.34, 12
M, 0.64, 0.505, 0.155, 1.1955, 0.5565, 0.211, 0.346, 11
M, 0.64, 0.495, 0.17, 1.139, 0.5395, 0.282, 0.285, 10
F, 0.64, 0.495, 0.17, 1.2265, 0.49, 0.377, 0.2875, 11
F, 0.66, 0.505, 0.19, 1.4045, 0.6255, 0.3375, 0.3745, 9
F, 0.675, 0.525, 0.17, 1.711, 0.8365, 0.352, 0.475, 9
M, 0.72, 0.55, 0.205, 2.165, 1.1055, 0.525, 0.404, 10
I, 0.255, 0.195, 0.055, 0.0725, 0.0285, 0.017, 0.021, 4
I, 0.36, 0.27, 0.09, 0.232, 0.12, 0.0435, 0.056, 8
I, 0.375, 0.285, 0.09, 0.2545, 0.119, 0.0595, 0.0675, 6
M, 0.58, 0.445, 0.16, 0.984, 0.49, 0.201, 0.27, 9
M, 0.59, 0.47, 0.155, 1.1735, 0.6245, 0.233, 0.2595, 9
M, 0.59, 0.485, 0.155, 1.0785, 0.4535, 0.2435, 0.31, 9
F, 0.62, 0.48, 0.17, 1.1045, 0.535, 0.25, 0.287, 10
M, 0.625, 0.475, 0.175, 1.3405, 0.656, 0.283, 0.337, 10
M, 0.63, 0.485, 0.16, 1.243, 0.623, 0.275, 0.3, 10
M, 0.695, 0.54, 0.195, 1.691, 0.768, 0.363, 0.4755, 11
I, 0.41, 0.305, 0.095, 0.2625, 0.1, 0.0515, 0.09, 6
I, 0.5, 0.37, 0.12, 0.5445, 0.249, 0.1065, 0.152, 8
M, 0.52, 0.465, 0.15, 0.9505, 0.456, 0.199, 0.255, 8
I, 0.54, 0.415, 0.11, 0.619, 0.2755, 0.15, 0.1765, 10
I, 0.56, 0.43, 0.13, 0.728, 0.3355, 0.1435, 0.2175, 8
I, 0.59, 0.475, 0.145, 0.9745, 0.4675, 0.207, 0.259, 10
M, 0.595, 0.47, 0.155, 1.2015, 0.492, 0.3865, 0.265, 10
M, 0.595, 0.46, 0.17, 1.1295, 0.57, 0.2555, 0.265, 10
M, 0.6, 0.45, 0.195, 1.34, 0.617, 0.3255, 0.3605, 10
I, 0.61, 0.425, 0.155, 1.0485, 0.507, 0.1955, 0.274, 11
M, 0.615, 0.455, 0.15, 0.9335, 0.382, 0.247, 0.2615, 10
F, 0.62, 0.475, 0.15, 0.9545, 0.455, 0.1865, 0.277, 9
M, 0.62, 0.475, 0.195, 1.3585, 0.5935, 0.3365, 0.3745, 10
F, 0.63, 0.485, 0.185, 1.167, 0.548, 0.2485, 0.34, 10
M, 0.63, 0.51, 0.17, 1.1885, 0.4915, 0.3065, 0.348, 7
M, 0.635, 0.52, 0.175, 1.292, 0.6, 0.269, 0.367, 11
M, 0.635, 0.485, 0.18, 1.1795, 0.4785, 0.2775, 0.355, 10
M, 0.635, 0.515, 0.16, 1.2075, 0.5385, 0.282, 0.345, 11
M, 0.67, 0.54, 0.175, 1.482, 0.739, 0.2925, 0.365, 10
I, 0.43, 0.33, 0.1, 0.449, 0.254, 0.0825, 0.097, 6
M, 0.485, 0.365, 0.155, 1.029, 0.4235, 0.2285, 0.313, 8
F, 0.505, 0.38, 0.13, 0.693, 0.391, 0.1195, 0.1515, 8
F, 0.59, 0.44, 0.14, 1.007, 0.4775, 0.2105, 0.2925, 9
F, 0.595, 0.43, 0.21, 1.5245, 0.653, 0.396, 0.41, 11
F, 0.62, 0.5, 0.17, 1.148, 0.5475, 0.22, 0.3315, 10
M, 0.64, 0.495, 0.165, 1.307, 0.678, 0.292, 0.266, 11
M, 0.68, 0.54, 0.21, 1.7885, 0.8345, 0.408, 0.437, 13
I, 0.435, 0.325, 0.105, 0.335, 0.136, 0.065, 0.115, 8
I, 0.44, 0.32, 0.105, 0.3875, 0.1755, 0.074, 0.12, 9
I, 0.45, 0.33, 0.115, 0.365, 0.14, 0.0825, 0.1245, 8
I, 0.45, 0.34, 0.125, 0.4045, 0.171, 0.07, 0.1345, 8
I, 0.475, 0.375, 0.11, 0.456, 0.182, 0.099, 0.16, 9
I, 0.525, 0.4, 0.11, 0.6275, 0.3015, 0.126, 0.18, 8
I, 0.55, 0.405, 0.15, 0.6755, 0.3015, 0.1465, 0.21, 10
M, 0.575, 0.47, 0.15, 0.9785, 0.4505, 0.196, 0.276, 9
I, 0.575, 0.43, 0.13, 0.7425, 0.2895, 0.2005, 0.22, 8
M, 0.585, 0.45, 0.175, 1.1275, 0.4925, 0.262, 0.335, 11
M, 0.595, 0.47, 0.175, 0.991, 0.382, 0.2395, 0.5, 12
F, 0.6, 0.45, 0.14, 0.869, 0.3425, 0.195, 0.291, 11
M, 0.63, 0.495, 0.18, 1.31, 0.495, 0.295, 0.4695, 10
M, 0.65, 0.505, 0.17, 1.5595, 0.695, 0.3515, 0.395, 11
F, 0.695, 0.535, 0.2, 1.5855, 0.667, 0.334, 0.471, 11
F, 0.73, 0.55, 0.205, 1.908, 0.5415, 0.3565, 0.5965, 14
M, 0.46, 0.355, 0.14, 0.491, 0.207, 0.115, 0.174, 10
M, 0.51, 0.395, 0.125, 0.5805, 0.244, 0.1335, 0.188, 11
M, 0.6, 0.465, 0.18, 1.193, 0.5145, 0.315, 0.3055, 8
I, 0.38, 0.29, 0.085, 0.2285, 0.088, 0.0465, 0.075, 7
I, 0.395, 0.3, 0.12, 0.2995, 0.1265, 0.068, 0.0895, 8
I, 0.41, 0.325, 0.105, 0.361, 0.1605, 0.0665, 0.103, 8
I, 0.415, 0.32, 0.115, 0.3045, 0.1215, 0.0735, 0.094, 7
F, 0.575, 0.45, 0.135, 0.8285, 0.362, 0.1655, 0.236, 10
M, 0.585, 0.46, 0.15, 1.206, 0.581, 0.216, 0.323, 10
F, 0.63, 0.49, 0.17, 1.2155, 0.4625, 0.2045, 0.3105, 10
F, 0.485, 0.39, 0.1, 0.5565, 0.2215, 0.1155, 0.185, 9
I, 0.2, 0.15, 0.04, 0.046, 0.021, 0.0070, 0.0065, 4
F, 0.645, 0.5, 0.18, 1.2785, 0.5345, 0.2995, 0.345, 13
F, 0.665, 0.5, 0.175, 1.742, 0.595, 0.3025, 0.725, 21
F, 0.55, 0.44, 0.125, 0.765, 0.33, 0.2125, 0.245, 9
F, 0.64, 0.54, 0.175, 1.571, 0.627, 0.271, 0.475, 18
F, 0.57, 0.465, 0.155, 0.872, 0.3245, 0.239, 0.285, 14
I, 0.27, 0.195, 0.07, 0.102, 0.045, 0.0135, 0.034, 8
F, 0.51, 0.385, 0.135, 0.632, 0.282, 0.145, 0.17, 8
M, 0.65, 0.515, 0.18, 1.3315, 0.5665, 0.347, 0.405, 13
F, 0.385, 0.3, 0.1, 0.2725, 0.1115, 0.057, 0.08, 6
I, 0.48, 0.38, 0.125, 0.523, 0.2105, 0.1045, 0.175, 15
M, 0.63, 0.51, 0.19, 1.4985, 0.4125, 0.3075, 0.545, 16
F, 0.64, 0.505, 0.19, 1.2355, 0.4435, 0.3105, 0.365, 14
F, 0.42, 0.32, 0.13, 0.4135, 0.1645, 0.106, 0.119, 10
M, 0.57, 0.455, 0.15, 0.96, 0.387, 0.2385, 0.275, 11
M, 0.635, 0.51, 0.155, 1.156, 0.428, 0.289, 0.315, 18
M, 0.48, 0.38, 0.13, 0.6175, 0.3, 0.142, 0.175, 12
M, 0.455, 0.375, 0.125, 0.484, 0.2155, 0.102, 0.165, 7
F, 0.56, 0.435, 0.125, 0.8775, 0.3345, 0.2145, 0.29, 13
F, 0.495, 0.385, 0.135, 0.6625, 0.3005, 0.1635, 0.185, 11
M, 0.55, 0.45, 0.17, 0.81, 0.317, 0.157, 0.22, 11
F, 0.58, 0.475, 0.165, 1.0385, 0.414, 0.26, 0.305, 13
F, 0.665, 0.57, 0.185, 1.522, 0.6965, 0.3025, 0.405, 13
F, 0.63, 0.5, 0.16, 1.22, 0.4905, 0.3, 0.345, 14
F, 0.66, 0.525, 0.19, 1.67, 0.6525, 0.4875, 0.49, 11
F, 0.71, 0.575, 0.175, 1.555, 0.6465, 0.3705, 0.52, 15
F, 0.45, 0.325, 0.135, 0.438, 0.1805, 0.1165, 0.11, 9
F, 0.505, 0.41, 0.15, 0.6345, 0.243, 0.1335, 0.215, 17
M, 0.35, 0.26, 0.09, 0.195, 0.0745, 0.041, 0.0655, 9
F, 0.545, 0.435, 0.15, 0.6855, 0.2905, 0.145, 0.225, 10
I, 0.45, 0.36, 0.125, 0.45, 0.191, 0.0865, 0.145, 12
F, 0.45, 0.35, 0.125, 0.4435, 0.185, 0.09, 0.145, 11
I, 0.58, 0.445, 0.17, 1.178, 0.3935, 0.2165, 0.315, 20
M, 0.41, 0.315, 0.095, 0.306, 0.121, 0.0735, 0.09, 9
I, 0.61, 0.46, 0.17, 1.278, 0.41, 0.257, 0.37, 17
M, 0.545, 0.435, 0.165, 0.9955, 0.3245, 0.2665, 0.325, 19
M, 0.5, 0.375, 0.13, 0.721, 0.3055, 0.1725, 0.22, 14
M, 0.62, 0.48, 0.16, 1.0765, 0.412, 0.253, 0.3, 13
I, 0.35, 0.265, 0.08, 0.192, 0.081, 0.0465, 0.053, 6
I, 0.395, 0.31, 0.095, 0.313, 0.131, 0.072, 0.093, 7
M, 0.49, 0.395, 0.12, 0.674, 0.3325, 0.1235, 0.185, 9
F, 0.49, 0.37, 0.105, 0.5265, 0.249, 0.1005, 0.148, 7
M, 0.59, 0.47, 0.135, 1.1685, 0.539, 0.279, 0.28, 8
I, 0.325, 0.24, 0.075, 0.152, 0.065, 0.0305, 0.045, 6
I, 0.485, 0.37, 0.1, 0.513, 0.219, 0.1075, 0.13, 7
M, 0.625, 0.485, 0.17, 1.437, 0.5855, 0.293, 0.475, 11
I, 0.165, 0.12, 0.05, 0.021, 0.0075, 0.0045, 0.014, 3
I, 0.4, 0.29, 0.1, 0.258, 0.104, 0.059, 0.0815, 7
I, 0.435, 0.335, 0.11, 0.411, 0.2025, 0.0945, 0.1, 7
I, 0.44, 0.33, 0.11, 0.38, 0.197, 0.079, 0.09, 7
M, 0.575, 0.44, 0.145, 0.87, 0.3945, 0.2195, 0.225, 8
M, 0.59, 0.46, 0.145, 0.929, 0.38, 0.24, 0.255, 10
