@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
F, 0.725, 0.565, 0.21, 2.1425, 1.03, 0.487, 0.503, 14
I, 0.435, 0.3, 0.12, 0.5965, 0.259, 0.139, 0.1645, 8
F, 0.545, 0.415, 0.2, 1.358, 0.567, 0.318, 0.403, 10
M, 0.605, 0.475, 0.15, 1.15, 0.575, 0.232, 0.297, 10
F, 0.615, 0.455, 0.145, 1.1155, 0.5045, 0.238, 0.315, 10
M, 0.62, 0.47, 0.145, 1.0865, 0.511, 0.2715, 0.2565, 10
M, 0.645, 0.5, 0.16, 1.3815, 0.672, 0.326, 0.315, 9
M, 0.65, 0.525, 0.19, 1.6125, 0.777, 0.3685, 0.3965, 11
F, 0.685, 0.535, 0.175, 1.5845, 0.7175, 0.3775, 0.4215, 9
F, 0.695, 0.55, 0.185, 1.679, 0.805, 0.4015, 0.3965, 10
I, 0.365, 0.27, 0.085, 0.197, 0.0815, 0.0325, 0.065, 6
I, 0.365, 0.275, 0.085, 0.223, 0.098, 0.0375, 0.075, 7
I, 0.41, 0.315, 0.095, 0.2805, 0.114, 0.0345, 0.11, 7
I, 0.505, 0.405, 0.13, 0.599, 0.2245, 0.1175, 0.225, 11
I, 0.525, 0.4, 0.145, 0.6095, 0.248, 0.159, 0.175, 9
M, 0.555, 0.41, 0.125, 0.599, 0.2345, 0.1465, 0.194, 8
M, 0.555, 0.4, 0.13, 0.7075, 0.332, 0.1585, 0.18, 7
M, 0.57, 0.44, 0.175, 0.9415, 0.3805, 0.2285, 0.283, 9
F, 0.57, 0.44, 0.12, 0.803, 0.382, 0.1525, 0.234, 9
M, 0.575, 0.45, 0.13, 0.785, 0.318, 0.193, 0.2265, 9
M, 0.575, 0.435, 0.135, 0.992, 0.432, 0.2225, 0.239, 10
I, 0.58, 0.44, 0.145, 0.7905, 0.3525, 0.1645, 0.242, 10
M, 0.595, 0.455, 0.15, 0.886, 0.4315, 0.201, 0.223, 10
M, 0.6, 0.46, 0.17, 1.1805, 0.456, 0.337, 0.329, 11
M, 0.605, 0.47, 0.18, 1.1155, 0.479, 0.2565, 0.321, 10
M, 0.625, 0.495, 0.155, 1.0485, 0.487, 0.212, 0.3215, 11
F, 0.635, 0.485, 0.165, 1.2695, 0.5635, 0.3065, 0.3395, 11
F, 0.635, 0.52, 0.165, 1.3405, 0.5065, 0.296, 0.412, 11
I, 0.64, 0.49, 0.135, 1.1, 0.488, 0.2505, 0.2925, 10
F, 0.645, 0.51, 0.18, 1.6195, 0.7815, 0.322, 0.4675, 12
M, 0.645, 0.49, 0.175, 1.32, 0.6525, 0.2375, 0.3385, 11
F, 0.725, 0.57, 0.205, 1.6195, 0.744, 0.315, 0.488, 11
I, 0.16, 0.11, 0.025, 0.0195, 0.0075, 0.0050, 0.0060, 4
I, 0.28, 0.2, 0.065, 0.0895, 0.036, 0.0185, 0.03, 7
I, 0.29, 0.21, 0.07, 0.1115, 0.048, 0.0205, 0.03, 5
I, 0.405, 0.25, 0.09, 0.2875, 0.128, 0.063, 0.0805, 7
I, 0.435, 0.325, 0.12, 0.346, 0.159, 0.084, 0.095, 7
M, 0.45, 0.33, 0.105, 0.4955, 0.2575, 0.082, 0.129, 8
I, 0.47, 0.375, 0.105, 0.441, 0.167, 0.0865, 0.145, 10
M, 0.545, 0.44, 0.14, 0.8395, 0.356, 0.1905, 0.2385, 11
F, 0.55, 0.47, 0.15, 0.9205, 0.381, 0.2435, 0.2675, 10
M, 0.59, 0.465, 0.165, 1.115, 0.5165, 0.273, 0.275, 10
I, 0.285, 0.215, 0.07, 0.1075, 0.051, 0.0225, 0.027, 6
M, 0.485, 0.39, 0.135, 0.617, 0.25, 0.1345, 0.1635, 8
M, 0.5, 0.39, 0.135, 0.7815, 0.361, 0.1575, 0.2385, 9
M, 0.65, 0.5, 0.14, 1.238, 0.6165, 0.2355, 0.32, 8
F, 0.4, 0.31, 0.115, 0.3465, 0.1475, 0.0695, 0.115, 10
M, 0.585, 0.48, 0.185, 1.04, 0.434, 0.265, 0.285, 10
I, 0.455, 0.355, 0.08, 0.452, 0.2165, 0.0995, 0.125, 9
I, 0.385, 0.29, 0.09, 0.232, 0.0855, 0.0495, 0.08, 7
F, 0.435, 0.35, 0.12, 0.4585, 0.192, 0.1, 0.13, 11
M, 0.47, 0.375, 0.115, 0.4265, 0.1685, 0.0755, 0.15, 8
F, 0.59, 0.455, 0.175, 0.966, 0.391, 0.2455, 0.31, 10
F, 0.57, 0.465, 0.18, 0.9995, 0.405, 0.277, 0.295, 16
M, 0.68, 0.53, 0.205, 1.496, 0.5825, 0.337, 0.465, 14
F, 0.415, 0.325, 0.115, 0.3455, 0.1405, 0.0765, 0.11, 9
M, 0.27, 0.195, 0.07, 0.106, 0.0465, 0.018, 0.036, 7
F, 0.745, 0.585, 0.19, 1.966, 0.8435, 0.437, 0.5855, 18
M, 0.58, 0.46, 0.165, 1.2275, 0.473, 0.1965, 0.435, 16
M, 0.61, 0.5, 0.165, 1.2715, 0.4915, 0.185, 0.49, 12
F, 0.37, 0.275, 0.085, 0.2405, 0.104, 0.0535, 0.07, 5
M, 0.595, 0.465, 0.125, 0.799, 0.3245, 0.2, 0.23, 10
F, 0.625, 0.42, 0.165, 1.0595, 0.358, 0.165, 0.445, 21
M, 0.58, 0.47, 0.165, 0.927, 0.3215, 0.1985, 0.315, 11
I, 0.26, 0.215, 0.08, 0.099, 0.037, 0.0255, 0.045, 5
I, 0.275, 0.22, 0.08, 0.1365, 0.0565, 0.0285, 0.042, 6
M, 0.63, 0.51, 0.23, 1.539, 0.5635, 0.2815, 0.57, 17
I, 0.33, 0.26, 0.08, 0.19, 0.0765, 0.0385, 0.065, 7
F, 0.555, 0.455, 0.18, 0.958, 0.296, 0.195, 0.39, 14
I, 0.275, 0.2, 0.075, 0.086, 0.0305, 0.019, 0.03, 7
F, 0.56, 0.435, 0.185, 1.106, 0.422, 0.2435, 0.33, 15
M, 0.585, 0.465, 0.19, 1.171, 0.3905, 0.2355, 0.4, 17
F, 0.46, 0.36, 0.115, 0.4755, 0.2105, 0.105, 0.16, 8
M, 0.655, 0.59, 0.2, 1.5455, 0.654, 0.3765, 0.415, 11
M, 0.51, 0.395, 0.145, 0.6185, 0.216, 0.1385, 0.24, 12
M, 0.55, 0.46, 0.175, 0.869, 0.3155, 0.1825, 0.32, 10
F, 0.545, 0.445, 0.175, 0.8525, 0.3465, 0.189, 0.295, 13
I, 0.34, 0.26, 0.09, 0.179, 0.076, 0.0525, 0.055, 6
M, 0.525, 0.425, 0.12, 0.702, 0.3335, 0.1465, 0.22, 12
M, 0.46, 0.375, 0.13, 0.5735, 0.2505, 0.119, 0.195, 9
M, 0.59, 0.49, 0.135, 1.008, 0.422, 0.2245, 0.285, 11
M, 0.47, 0.375, 0.13, 0.5795, 0.2145, 0.164, 0.195, 13
M, 0.595, 0.47, 0.145, 0.991, 0.4035, 0.1505, 0.34, 16
F, 0.58, 0.475, 0.135, 0.925, 0.391, 0.165, 0.275, 14
M, 0.515, 0.42, 0.14, 0.769, 0.2505, 0.154, 0.29, 13
F, 0.505, 0.385, 0.135, 0.6185, 0.251, 0.1175, 0.2, 12
F, 0.415, 0.305, 0.105, 0.3605, 0.12, 0.082, 0.1, 10
M, 0.59, 0.46, 0.155, 0.906, 0.327, 0.1485, 0.335, 15
F, 0.515, 0.42, 0.135, 0.6295, 0.2815, 0.127, 0.215, 9
M, 0.56, 0.455, 0.165, 0.86, 0.4015, 0.1695, 0.245, 11
I, 0.255, 0.185, 0.07, 0.075, 0.028, 0.018, 0.025, 6
M, 0.7, 0.53, 0.19, 1.3185, 0.548, 0.233, 0.42, 18
F, 0.545, 0.44, 0.175, 0.7745, 0.2985, 0.1875, 0.265, 11
M, 0.34, 0.275, 0.09, 0.2065, 0.0725, 0.043, 0.07, 10
I, 0.44, 0.355, 0.165, 0.435, 0.159, 0.105, 0.14, 16
F, 0.58, 0.46, 0.185, 1.017, 0.3515, 0.2, 0.32, 10
M, 0.31, 0.235, 0.06, 0.12, 0.0415, 0.033, 0.04, 11
F, 0.475, 0.365, 0.13, 0.4805, 0.1905, 0.114, 0.1475, 12
M, 0.26, 0.2, 0.065, 0.096, 0.044, 0.027, 0.03, 6
I, 0.575, 0.45, 0.17, 0.9315, 0.358, 0.2145, 0.26, 13
M, 0.26, 0.19, 0.075, 0.0945, 0.0445, 0.02, 0.03, 6
F, 0.345, 0.255, 0.1, 0.197, 0.071, 0.051, 0.06, 9
M, 0.54, 0.415, 0.17, 0.879, 0.339, 0.208, 0.255, 10
F, 0.42, 0.33, 0.125, 0.463, 0.186, 0.11, 0.145, 10
M, 0.35, 0.26, 0.09, 0.198, 0.0725, 0.056, 0.06, 10
I, 0.325, 0.2, 0.08, 0.0995, 0.0395, 0.0225, 0.032, 8
I, 0.25, 0.18, 0.06, 0.073, 0.028, 0.017, 0.0225, 5
M, 0.44, 0.325, 0.08, 0.413, 0.144, 0.1015, 0.13, 8
F, 0.37, 0.275, 0.08, 0.227, 0.093, 0.0625, 0.07, 8
M, 0.615, 0.475, 0.17, 1.1825, 0.474, 0.2895, 0.24, 11
M, 0.565, 0.44, 0.175, 1.122, 0.393, 0.2, 0.375, 20
M, 0.645, 0.515, 0.175, 1.6115, 0.6745, 0.384, 0.385, 14
M, 0.57, 0.42, 0.155, 1.008, 0.377, 0.193, 0.34, 13
I, 0.355, 0.26, 0.09, 0.1925, 0.077, 0.038, 0.065, 8
F, 0.63, 0.51, 0.185, 1.235, 0.5115, 0.349, 0.3065, 11
M, 0.44, 0.325, 0.115, 0.39, 0.163, 0.087, 0.113, 7
M, 0.505, 0.4, 0.155, 0.8415, 0.2715, 0.1775, 0.285, 12
F, 0.48, 0.39, 0.125, 0.6905, 0.219, 0.155, 0.2, 12
I, 0.3, 0.23, 0.075, 0.127, 0.052, 0.03, 0.0345, 6
I, 0.415, 0.315, 0.09, 0.3625, 0.175, 0.0835, 0.093, 6
I, 0.475, 0.365, 0.12, 0.53, 0.2505, 0.0975, 0.1625, 10
F, 0.565, 0.44, 0.15, 0.983, 0.4475, 0.2355, 0.2485, 9
F, 0.64, 0.5, 0.18, 1.4995, 0.593, 0.314, 0.431, 11
I, 0.66, 0.525, 0.215, 1.786, 0.6725, 0.3615, 0.4065, 11
F, 0.7, 0.525, 0.19, 1.6015, 0.707, 0.365, 0.43, 10
I, 0.275, 0.195, 0.07, 0.0875, 0.0345, 0.022, 0.0255, 4
I, 0.295, 0.22, 0.07, 0.126, 0.0515, 0.0275, 0.035, 6
I, 0.315, 0.235, 0.07, 0.149, 0.058, 0.0325, 0.047, 7
I, 0.44, 0.335, 0.11, 0.3885, 0.175, 0.0835, 0.111, 7
I, 0.44, 0.325, 0.1, 0.4165, 0.185, 0.0865, 0.11, 6
I, 0.44, 0.355, 0.12, 0.495, 0.231, 0.11, 0.125, 7
I, 0.505, 0.385, 0.12, 0.6005, 0.239, 0.142, 0.185, 7
F, 0.57, 0.435, 0.14, 0.8585, 0.3905, 0.196, 0.2295, 8
F, 0.58, 0.445, 0.145, 0.888, 0.41, 0.1815, 0.2425, 8
F, 0.6, 0.46, 0.15, 1.235, 0.6025, 0.274, 0.29, 8
F, 0.62, 0.51, 0.175, 1.2705, 0.5415, 0.323, 0.3225, 9
F, 0.63, 0.495, 0.2, 1.4255, 0.659, 0.336, 0.38, 11
F, 0.635, 0.495, 0.195, 1.297, 0.556, 0.2985, 0.37, 11
F, 0.65, 0.5, 0.185, 1.4415, 0.741, 0.2955, 0.341, 9
M, 0.695, 0.525, 0.175, 1.742, 0.696, 0.389, 0.505, 12
I, 0.33, 0.24, 0.075, 0.163, 0.0745, 0.033, 0.048, 6
I, 0.415, 0.315, 0.1, 0.3645, 0.1765, 0.0795, 0.095, 8
I, 0.46, 0.345, 0.11, 0.3755, 0.1525, 0.058, 0.125, 7
I, 0.475, 0.375, 0.115, 0.5205, 0.233, 0.119, 0.1455, 7
M, 0.49, 0.38, 0.11, 0.554, 0.2935, 0.1005, 0.15, 8
I, 0.515, 0.4, 0.125, 0.5925, 0.265, 0.1175, 0.168, 9
F, 0.575, 0.48, 0.15, 0.897, 0.4235, 0.1905, 0.248, 8
M, 0.595, 0.46, 0.14, 0.852, 0.4215, 0.2255, 0.227, 9
M, 0.63, 0.505, 0.15, 1.3165, 0.6325, 0.2465, 0.37, 11
M, 0.63, 0.51, 0.175, 1.3415, 0.6575, 0.262, 0.375, 10
M, 0.68, 0.53, 0.18, 1.529, 0.7635, 0.3115, 0.4025, 11
I, 0.4, 0.305, 0.1, 0.3415, 0.176, 0.0625, 0.0865, 7
I, 0.405, 0.305, 0.1, 0.271, 0.0965, 0.061, 0.091, 7
I, 0.45, 0.335, 0.095, 0.3505, 0.1615, 0.0625, 0.1185, 7
I, 0.485, 0.365, 0.14, 0.4475, 0.1895, 0.0925, 0.2305, 8
I, 0.505, 0.385, 0.125, 0.596, 0.245, 0.097, 0.21, 9
I, 0.525, 0.4, 0.13, 0.6445, 0.345, 0.1285, 0.2, 8
F, 0.545, 0.44, 0.15, 0.9475, 0.366, 0.239, 0.275, 8
I, 0.55, 0.465, 0.15, 0.936, 0.481, 0.174, 0.2435, 9
I, 0.56, 0.435, 0.135, 0.72, 0.329, 0.103, 0.251, 11
F, 0.58, 0.465, 0.145, 0.9865, 0.47, 0.2155, 0.25, 11
I, 0.585, 0.42, 0.145, 0.6735, 0.2895, 0.1345, 0.22, 9
M, 0.6, 0.45, 0.145, 0.877, 0.4325, 0.155, 0.24, 9
M, 0.6, 0.51, 0.185, 1.285, 0.6095, 0.2745, 0.315, 9
M, 0.64, 0.515, 0.08, 1.042, 0.515, 0.1755, 0.175, 10
M, 0.725, 0.57, 0.19, 2.3305, 1.253, 0.541, 0.52, 9
I, 0.455, 0.35, 0.105, 0.4445, 0.213, 0.107, 0.1115, 7
M, 0.52, 0.4, 0.105, 0.872, 0.4515, 0.1615, 0.1985, 9
F, 0.525, 0.43, 0.135, 0.8435, 0.4325, 0.18, 0.1815, 9
F, 0.54, 0.42, 0.14, 0.8035, 0.38, 0.1805, 0.21, 9
M, 0.57, 0.42, 0.14, 0.8745, 0.416, 0.165, 0.25, 8
M, 0.595, 0.435, 0.16, 1.057, 0.4255, 0.224, 0.31, 9
M, 0.605, 0.475, 0.19, 1.1255, 0.59, 0.247, 0.26, 10
M, 0.63, 0.49, 0.165, 1.2005, 0.575, 0.273, 0.294, 10
F, 0.72, 0.565, 0.18, 1.719, 0.8465, 0.407, 0.3875, 11
F, 0.72, 0.55, 0.18, 1.52, 0.637, 0.325, 0.435, 10
M, 0.74, 0.595, 0.19, 2.3235, 1.1495, 0.5115, 0.505, 11
I, 0.325, 0.25, 0.075, 0.1585, 0.075, 0.0305, 0.0455, 6
I, 0.445, 0.31, 0.09, 0.336, 0.1555, 0.09, 0.0855, 7
I, 0.5, 0.39, 0.13, 0.5075, 0.2115, 0.104, 0.1755, 9
I, 0.54, 0.425, 0.13, 0.8155, 0.3675, 0.1365, 0.246, 11
M, 0.58, 0.46, 0.15, 1.049, 0.5205, 0.1935, 0.305, 10
F, 0.58, 0.44, 0.125, 0.7855, 0.363, 0.1955, 0.195, 11
I, 0.59, 0.46, 0.125, 0.755, 0.334, 0.15, 0.238, 9
F, 0.615, 0.475, 0.175, 1.194, 0.559, 0.259, 0.3165, 11
F, 0.615, 0.515, 0.135, 1.1215, 0.545, 0.2305, 0.29, 9
F, 0.625, 0.5, 0.16, 1.217, 0.5725, 0.207, 0.355, 11
M, 0.65, 0.52, 0.195, 1.676, 0.693, 0.44, 0.47, 15
F, 0.655, 0.515, 0.2, 1.494, 0.7255, 0.309, 0.405, 12
I, 0.67, 0.485, 0.175, 1.2565, 0.5355, 0.322, 0.386, 9
F, 0.67, 0.525, 0.19, 1.527, 0.5755, 0.353, 0.44, 12
F, 0.68, 0.505, 0.17, 1.3435, 0.657, 0.297, 0.355, 12
M, 0.685, 0.505, 0.19, 1.533, 0.667, 0.4055, 0.41, 10
I, 0.43, 0.345, 0.115, 0.4295, 0.212, 0.108, 0.109, 8
I, 0.535, 0.4, 0.135, 0.775, 0.368, 0.208, 0.2055, 8
M, 0.555, 0.405, 0.19, 1.406, 0.6115, 0.342, 0.389, 10
M, 0.555, 0.425, 0.15, 0.873, 0.4625, 0.1845, 0.1965, 9
I, 0.595, 0.43, 0.165, 0.9845, 0.4525, 0.207, 0.2725, 8
M, 0.61, 0.475, 0.175, 1.024, 0.409, 0.261, 0.322, 9
M, 0.61, 0.485, 0.17, 1.281, 0.597, 0.3035, 0.33, 9
I, 0.375, 0.285, 0.09, 0.237, 0.106, 0.0395, 0.08, 8
I, 0.395, 0.3, 0.09, 0.253, 0.1155, 0.05, 0.075, 6
I, 0.435, 0.335, 0.105, 0.3535, 0.156, 0.05, 0.1135, 7
I, 0.495, 0.33, 0.1, 0.44, 0.177, 0.095, 0.15, 7
I, 0.495, 0.375, 0.115, 0.507, 0.241, 0.103, 0.15, 8
M, 0.535, 0.41, 0.12, 0.6835, 0.3125, 0.1655, 0.159, 8
M, 0.57, 0.45, 0.145, 0.95, 0.4005, 0.2235, 0.2845, 10
I, 0.59, 0.47, 0.145, 0.974, 0.453, 0.236, 0.289, 8
F, 0.595, 0.46, 0.16, 0.921, 0.4005, 0.2025, 0.2875, 9
F, 0.61, 0.495, 0.16, 1.089, 0.469, 0.198, 0.384, 11
F, 0.625, 0.515, 0.155, 1.1635, 0.4875, 0.259, 0.355, 11
M, 0.65, 0.51, 0.175, 1.3165, 0.6345, 0.2605, 0.364, 12
F, 0.66, 0.53, 0.18, 1.5175, 0.7765, 0.302, 0.401, 10
F, 0.68, 0.56, 0.195, 1.664, 0.58, 0.3855, 0.545, 11
M, 0.71, 0.56, 0.175, 1.724, 0.566, 0.4575, 0.4625, 13
F, 0.52, 0.43, 0.15, 0.728, 0.302, 0.1575, 0.235, 11
M, 0.53, 0.415, 0.12, 0.706, 0.3355, 0.1635, 0.1345, 9
F, 0.53, 0.395, 0.115, 0.5685, 0.249, 0.1375, 0.161, 9
M, 0.575, 0.48, 0.15, 0.9465, 0.4355, 0.2605, 0.2505, 9
I, 0.37, 0.275, 0.1, 0.2815, 0.1505, 0.0505, 0.068, 5
I, 0.375, 0.285, 0.08, 0.226, 0.0975, 0.04, 0.0725, 7
F, 0.47, 0.36, 0.1, 0.4705, 0.1635, 0.089, 0.1385, 8
F, 0.525, 0.4, 0.13, 0.6995, 0.3115, 0.131, 0.223, 9
M, 0.67, 0.515, 0.165, 1.1735, 0.526, 0.285, 0.316, 11
M, 0.46, 0.36, 0.125, 0.547, 0.2165, 0.1105, 0.19, 8
M, 0.535, 0.42, 0.125, 0.764, 0.312, 0.1505, 0.265, 11
M, 0.55, 0.425, 0.16, 0.97, 0.2885, 0.139, 0.48, 20
I, 0.18, 0.135, 0.08, 0.033, 0.0145, 0.0070, 0.01, 5
I, 0.215, 0.165, 0.055, 0.059, 0.0265, 0.0125, 0.0185, 5
M, 0.585, 0.45, 0.15, 1.047, 0.4315, 0.276, 0.315, 14
F, 0.43, 0.35, 0.09, 0.397, 0.1575, 0.089, 0.12, 9
F, 0.335, 0.22, 0.07, 0.17, 0.076, 0.0365, 0.05, 6
F, 0.505, 0.405, 0.18, 0.606, 0.239, 0.1235, 0.18, 11
F, 0.49, 0.38, 0.13, 0.539, 0.229, 0.1355, 0.165, 12
M, 0.38, 0.3, 0.1, 0.2505, 0.106, 0.0535, 0.0775, 8
M, 0.645, 0.505, 0.165, 1.307, 0.4335, 0.262, 0.52, 10
F, 0.525, 0.405, 0.115, 0.72, 0.3105, 0.1915, 0.2, 14
M, 0.335, 0.265, 0.095, 0.1975, 0.0795, 0.0375, 0.07, 9
F, 0.57, 0.495, 0.16, 1.0915, 0.452, 0.275, 0.315, 14
M, 0.5, 0.4, 0.145, 0.6025, 0.216, 0.138, 0.21, 11
I, 0.42, 0.325, 0.125, 0.3915, 0.1575, 0.1025, 0.115, 9
F, 0.59, 0.485, 0.205, 1.2315, 0.4525, 0.238, 0.42, 13
F, 0.69, 0.555, 0.205, 1.8165, 0.7785, 0.4395, 0.515, 19
M, 0.3, 0.24, 0.09, 0.161, 0.0725, 0.039, 0.05, 6
F, 0.575, 0.48, 0.15, 0.8745, 0.375, 0.193, 0.29, 12
M, 0.565, 0.45, 0.115, 0.9085, 0.398, 0.197, 0.29, 17
M, 0.59, 0.45, 0.12, 0.7485, 0.3345, 0.1315, 0.22, 14
F, 0.62, 0.5, 0.175, 1.146, 0.477, 0.23, 0.39, 13
F, 0.615, 0.5, 0.205, 1.1055, 0.4445, 0.227, 0.39, 16
I, 0.41, 0.3, 0.115, 0.2595, 0.097, 0.0515, 0.08, 10
I, 0.485, 0.355, 0.12, 0.5085, 0.21, 0.122, 0.135, 9
F, 0.62, 0.485, 0.165, 1.166, 0.483, 0.238, 0.355, 13
M, 0.165, 0.125, 0.04, 0.0245, 0.0095, 0.0045, 0.0080, 4
I, 0.55, 0.415, 0.135, 0.8095, 0.2985, 0.2015, 0.28, 12
I, 0.635, 0.48, 0.2, 1.3655, 0.6255, 0.2595, 0.425, 16
F, 0.51, 0.34, 0.18, 0.7005, 0.312, 0.165, 0.2, 11
F, 0.455, 0.365, 0.11, 0.385, 0.166, 0.046, 0.1345, 13
I, 0.47, 0.4, 0.16, 0.51, 0.1615, 0.073, 0.198, 14
I, 0.445, 0.345, 0.13, 0.4075, 0.1365, 0.0645, 0.18, 11
F, 0.52, 0.405, 0.145, 0.829, 0.3535, 0.1685, 0.205, 15
I, 0.475, 0.365, 0.14, 0.4545, 0.171, 0.118, 0.158, 8
I, 0.61, 0.48, 0.165, 1.097, 0.4215, 0.264, 0.335, 13
F, 0.475, 0.375, 0.125, 0.588, 0.237, 0.1715, 0.155, 10
I, 0.19, 0.13, 0.045, 0.0265, 0.0090, 0.0050, 0.0090, 5
M, 0.495, 0.4, 0.12, 0.6605, 0.2605, 0.161, 0.19, 15
M, 0.565, 0.465, 0.15, 1.1285, 0.377, 0.3525, 0.33, 16
M, 0.545, 0.42, 0.125, 0.9745, 0.353, 0.174, 0.305, 13
F, 0.475, 0.375, 0.15, 0.559, 0.1955, 0.1215, 0.1945, 12
F, 0.46, 0.35, 0.115, 0.44, 0.19, 0.1025, 0.13, 8
M, 0.53, 0.43, 0.135, 0.879, 0.28, 0.2165, 0.25, 10
I, 0.34, 0.25, 0.075, 0.1765, 0.0785, 0.0405, 0.05, 7
M, 0.64, 0.51, 0.17, 1.3715, 0.567, 0.307, 0.409, 10
F, 0.65, 0.545, 0.185, 1.5055, 0.6565, 0.341, 0.43, 10
M, 0.74, 0.605, 0.2, 2.4925, 1.1455, 0.575, 0.5235, 13
I, 0.28, 0.21, 0.065, 0.111, 0.0425, 0.0285, 0.03, 6
I, 0.375, 0.285, 0.09, 0.257, 0.1045, 0.062, 0.075, 7
I, 0.395, 0.3, 0.09, 0.279, 0.134, 0.049, 0.075, 8
I, 0.465, 0.37, 0.1, 0.5055, 0.234, 0.11, 0.14, 7
F, 0.49, 0.4, 0.115, 0.569, 0.256, 0.1325, 0.145, 9
F, 0.64, 0.48, 0.195, 1.1435, 0.4915, 0.2345, 0.353, 9
M, 0.66, 0.525, 0.18, 1.478, 0.5815, 0.381, 0.372, 10
I, 0.355, 0.265, 0.085, 0.2435, 0.122, 0.0525, 0.06, 6
I, 0.465, 0.345, 0.105, 0.4015, 0.242, 0.0345, 0.109, 6
I, 0.485, 0.37, 0.115, 0.637, 0.38, 0.1335, 0.128, 7
I, 0.51, 0.405, 0.13, 0.599, 0.3065, 0.1155, 0.1485, 8
I, 0.52, 0.38, 0.13, 0.5345, 0.2375, 0.122, 0.1535, 8
M, 0.6, 0.41, 0.145, 0.939, 0.4475, 0.196, 0.268, 8
M, 0.67, 0.525, 0.18, 1.6615, 0.8005, 0.3645, 0.43, 10
I, 0.215, 0.15, 0.055, 0.041, 0.015, 0.0090, 0.0125, 3
I, 0.26, 0.205, 0.07, 0.097, 0.0415, 0.019, 0.0305, 4
I, 0.32, 0.24, 0.085, 0.131, 0.0615, 0.0265, 0.038, 6
I, 0.4, 0.265, 0.1, 0.2775, 0.1245, 0.0605, 0.08, 9
I, 0.43, 0.325, 0.105, 0.309, 0.119, 0.08, 0.098, 6
I, 0.46, 0.34, 0.09, 0.384, 0.1795, 0.068, 0.11, 8
I, 0.5, 0.365, 0.125, 0.528, 0.229, 0.103, 0.1645, 9
I, 0.535, 0.41, 0.13, 0.6075, 0.268, 0.1225, 0.1975, 9
I, 0.54, 0.41, 0.135, 0.7025, 0.31, 0.177, 0.2, 8
I, 0.58, 0.46, 0.14, 0.9265, 0.4135, 0.1845, 0.27, 10
I, 0.58, 0.46, 0.14, 0.8295, 0.3915, 0.165, 0.238, 10
F, 0.595, 0.465, 0.145, 0.7955, 0.3425, 0.1795, 0.2425, 10
F, 0.625, 0.5, 0.175, 1.273, 0.564, 0.302, 0.374, 9
M, 0.655, 0.525, 0.16, 1.46, 0.686, 0.311, 0.405, 11
F, 0.655, 0.53, 0.165, 1.2835, 0.583, 0.1255, 0.4, 8
M, 0.685, 0.53, 0.17, 1.56, 0.647, 0.383, 0.465, 11
M, 0.6, 0.46, 0.18, 1.14, 0.423, 0.2575, 0.365, 10
M, 0.615, 0.475, 0.19, 1.4335, 0.7315, 0.305, 0.3285, 9
F, 0.64, 0.5, 0.17, 1.2645, 0.565, 0.3375, 0.315, 9
I, 0.44, 0.32, 0.095, 0.3275, 0.1495, 0.059, 0.1, 8
I, 0.47, 0.345, 0.12, 0.3685, 0.1525, 0.0615, 0.125, 8
I, 0.475, 0.335, 0.1, 0.4425, 0.1895, 0.086, 0.135, 9
I, 0.475, 0.35, 0.125, 0.4225, 0.1905, 0.079, 0.1355, 9
I, 0.49, 0.39, 0.12, 0.511, 0.2205, 0.103, 0.1745, 9
I, 0.55, 0.45, 0.14, 0.753, 0.3445, 0.1325, 0.24, 8
I, 0.555, 0.43, 0.15, 0.783, 0.345, 0.1755, 0.247, 9
I, 0.585, 0.46, 0.14, 0.7635, 0.326, 0.153, 0.265, 9
I, 0.595, 0.47, 0.135, 0.9365, 0.434, 0.184, 0.287, 10
F, 0.61, 0.495, 0.165, 1.0835, 0.4525, 0.273, 0.317, 9
M, 0.62, 0.5, 0.18, 1.3915, 0.726, 0.2795, 0.332, 11
M, 0.64, 0.5, 0.175, 1.273, 0.5065, 0.2925, 0.405, 13
M, 0.65, 0.495, 0.17, 1.276, 0.6215, 0.2305, 0.399, 11
M, 0.65, 0.495, 0.16, 1.2075, 0.55, 0.2695, 0.32, 10
M, 0.65, 0.51, 0.175, 1.155, 0.4955, 0.2025, 0.385, 12
F, 0.65, 0.51, 0.175, 1.35, 0.575, 0.3155, 0.3885, 10
F, 0.665, 0.54, 0.195, 1.764, 0.8505, 0.3615, 0.47, 11
F, 0.675, 0.53, 0.195, 1.4985, 0.62, 0.375, 0.425, 9
I, 0.465, 0.36, 0.105, 0.452, 0.22, 0.159, 0.1035, 9
M, 0.505, 0.4, 0.15, 0.775, 0.3445, 0.157, 0.185, 7
