@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
I, 0.35, 0.265, 0.08, 0.2, 0.09, 0.042, 0.06, 7
I, 0.405, 0.3, 0.09, 0.269, 0.103, 0.067, 0.11, 6
I, 0.415, 0.31, 0.09, 0.2815, 0.1245, 0.0615, 0.085, 6
I, 0.42, 0.325, 0.1, 0.368, 0.1675, 0.0625, 0.1135, 11
I, 0.435, 0.33, 0.105, 0.335, 0.156, 0.0555, 0.105, 8
I, 0.435, 0.345, 0.12, 0.3215, 0.13, 0.056, 0.1185, 7
I, 0.515, 0.42, 0.15, 0.6725, 0.2555, 0.1335, 0.235, 10
I, 0.52, 0.41, 0.11, 0.5185, 0.2165, 0.0915, 0.184, 8
I, 0.525, 0.415, 0.12, 0.596, 0.2805, 0.12, 0.1695, 9
I, 0.53, 0.43, 0.16, 0.7245, 0.321, 0.1275, 0.24, 9
I, 0.55, 0.45, 0.13, 0.804, 0.3375, 0.1405, 0.23, 6
M, 0.57, 0.455, 0.155, 0.832, 0.3585, 0.174, 0.277, 11
F, 0.575, 0.465, 0.175, 1.099, 0.4735, 0.202, 0.35, 9
M, 0.6, 0.475, 0.15, 0.99, 0.386, 0.2195, 0.3105, 10
F, 0.6, 0.465, 0.16, 1.133, 0.466, 0.2885, 0.298, 11
F, 0.61, 0.46, 0.155, 0.957, 0.4255, 0.1975, 0.265, 8
M, 0.615, 0.47, 0.145, 1.0285, 0.4435, 0.2825, 0.285, 11
F, 0.615, 0.495, 0.16, 1.255, 0.5815, 0.3195, 0.3225, 12
M, 0.635, 0.525, 0.16, 1.195, 0.5435, 0.246, 0.335, 12
M, 0.635, 0.5, 0.165, 1.273, 0.6535, 0.213, 0.365, 12
M, 0.665, 0.525, 0.18, 1.429, 0.6715, 0.29, 0.4, 12
F, 0.67, 0.53, 0.205, 1.4015, 0.643, 0.2465, 0.416, 12
M, 0.695, 0.545, 0.185, 1.5715, 0.6645, 0.3835, 0.4505, 13
F, 0.705, 0.535, 0.22, 1.866, 0.929, 0.3835, 0.4395, 10
F, 0.75, 0.55, 0.195, 1.8325, 0.83, 0.366, 0.44, 11
M, 0.76, 0.605, 0.215, 2.173, 0.801, 0.4915, 0.646, 13
I, 0.35, 0.25, 0.07, 0.1605, 0.0715, 0.0335, 0.046, 6
M, 0.505, 0.39, 0.12, 0.653, 0.3315, 0.1385, 0.167, 9
M, 0.525, 0.41, 0.13, 0.6875, 0.3435, 0.1495, 0.1765, 9
F, 0.53, 0.405, 0.13, 0.6355, 0.2635, 0.1565, 0.185, 9
F, 0.57, 0.435, 0.15, 0.8295, 0.3875, 0.156, 0.245, 10
M, 0.58, 0.46, 0.16, 1.063, 0.513, 0.2705, 0.2625, 9
M, 0.61, 0.49, 0.16, 1.112, 0.465, 0.228, 0.341, 10
I, 0.255, 0.19, 0.06, 0.086, 0.04, 0.0185, 0.025, 5
I, 0.325, 0.24, 0.07, 0.152, 0.0565, 0.0305, 0.054, 8
F, 0.4, 0.305, 0.16, 0.368, 0.173, 0.0705, 0.105, 7
I, 0.405, 0.31, 0.09, 0.312, 0.138, 0.06, 0.087, 8
I, 0.44, 0.305, 0.115, 0.379, 0.162, 0.091, 0.11, 9
I, 0.465, 0.355, 0.09, 0.4325, 0.2005, 0.074, 0.1275, 9
I, 0.48, 0.35, 0.135, 0.5465, 0.2735, 0.0995, 0.158, 8
F, 0.5, 0.38, 0.14, 0.6355, 0.277, 0.143, 0.1785, 8
F, 0.54, 0.42, 0.13, 0.7505, 0.368, 0.1675, 0.1845, 9
F, 0.58, 0.435, 0.15, 0.839, 0.3485, 0.207, 0.192, 7
F, 0.665, 0.525, 0.21, 1.644, 0.818, 0.3395, 0.4275, 10
F, 0.69, 0.54, 0.195, 1.2525, 0.73, 0.3975, 0.462, 12
F, 0.73, 0.555, 0.18, 1.6895, 0.6555, 0.1965, 0.4935, 10
F, 0.505, 0.385, 0.115, 0.616, 0.243, 0.1075, 0.21, 11
I, 0.37, 0.29, 0.1, 0.25, 0.1025, 0.0505, 0.085, 10
F, 0.675, 0.55, 0.18, 1.6885, 0.562, 0.3705, 0.6, 15
I, 0.325, 0.25, 0.055, 0.166, 0.076, 0.051, 0.045, 5
M, 0.525, 0.405, 0.13, 0.7185, 0.3265, 0.1975, 0.175, 8
I, 0.13, 0.095, 0.035, 0.0105, 0.0050, 0.0065, 0.0035, 4
F, 0.5, 0.4, 0.125, 0.5765, 0.2395, 0.126, 0.185, 10
F, 0.44, 0.33, 0.115, 0.4005, 0.143, 0.113, 0.12, 8
M, 0.565, 0.425, 0.1, 0.7145, 0.3055, 0.166, 0.18, 12
I, 0.46, 0.35, 0.11, 0.3945, 0.1685, 0.0865, 0.125, 9
M, 0.47, 0.37, 0.105, 0.4665, 0.2025, 0.1015, 0.155, 10
M, 0.465, 0.35, 0.12, 0.5205, 0.2015, 0.1625, 0.185, 11
M, 0.415, 0.31, 0.09, 0.3245, 0.1305, 0.0735, 0.115, 8
F, 0.715, 0.565, 0.24, 2.1995, 0.7245, 0.465, 0.885, 17
F, 0.71, 0.565, 0.195, 1.817, 0.785, 0.492, 0.49, 11
F, 0.61, 0.45, 0.16, 1.136, 0.414, 0.311, 0.3, 9
I, 0.38, 0.28, 0.085, 0.2735, 0.115, 0.061, 0.085, 6
M, 0.285, 0.21, 0.075, 0.1185, 0.055, 0.0285, 0.04, 7
F, 0.645, 0.5, 0.17, 1.1845, 0.4805, 0.274, 0.355, 13
F, 0.57, 0.45, 0.17, 1.098, 0.414, 0.187, 0.405, 20
M, 0.535, 0.42, 0.165, 0.9195, 0.3355, 0.1985, 0.26, 16
M, 0.55, 0.43, 0.16, 0.9295, 0.317, 0.1735, 0.355, 13
F, 0.49, 0.37, 0.14, 0.585, 0.243, 0.115, 0.195, 10
I, 0.43, 0.325, 0.11, 0.3675, 0.1355, 0.0935, 0.12, 13
I, 0.27, 0.19, 0.08, 0.081, 0.0265, 0.0195, 0.03, 6
M, 0.66, 0.505, 0.2, 1.6305, 0.4865, 0.297, 0.61, 18
F, 0.595, 0.495, 0.235, 1.366, 0.5065, 0.219, 0.52, 13
F, 0.43, 0.325, 0.12, 0.445, 0.165, 0.0995, 0.155, 8
F, 0.455, 0.35, 0.14, 0.5725, 0.1965, 0.1325, 0.175, 10
M, 0.495, 0.39, 0.15, 0.853, 0.3285, 0.189, 0.27, 14
F, 0.485, 0.375, 0.145, 0.5885, 0.2385, 0.1155, 0.19, 13
M, 0.59, 0.475, 0.155, 0.857, 0.356, 0.174, 0.28, 13
F, 0.505, 0.39, 0.175, 0.692, 0.267, 0.15, 0.215, 12
F, 0.505, 0.4, 0.165, 0.729, 0.2675, 0.155, 0.25, 9
M, 0.595, 0.475, 0.17, 1.0965, 0.419, 0.229, 0.35, 17
F, 0.57, 0.45, 0.165, 0.903, 0.3305, 0.1845, 0.295, 14
I, 0.46, 0.335, 0.11, 0.444, 0.225, 0.0745, 0.11, 8
F, 0.475, 0.38, 0.135, 0.486, 0.1735, 0.07, 0.185, 7
F, 0.38, 0.325, 0.11, 0.3105, 0.12, 0.074, 0.105, 10
M, 0.36, 0.27, 0.09, 0.2225, 0.083, 0.053, 0.075, 6
F, 0.585, 0.455, 0.165, 0.998, 0.345, 0.2495, 0.315, 12
M, 0.65, 0.495, 0.18, 1.793, 0.8005, 0.339, 0.53, 14
M, 0.52, 0.38, 0.135, 0.5825, 0.2505, 0.1565, 0.175, 8
M, 0.57, 0.45, 0.16, 0.8615, 0.3725, 0.2175, 0.255, 12
F, 0.6, 0.475, 0.18, 1.162, 0.511, 0.2675, 0.32, 18
M, 0.635, 0.51, 0.21, 1.598, 0.6535, 0.2835, 0.58, 15
M, 0.51, 0.405, 0.13, 0.7175, 0.3725, 0.158, 0.17, 9
F, 0.495, 0.385, 0.13, 0.6905, 0.3125, 0.179, 0.175, 10
I, 0.405, 0.315, 0.105, 0.347, 0.1605, 0.0785, 0.1, 9
F, 0.52, 0.415, 0.145, 0.8045, 0.3325, 0.1725, 0.285, 10
F, 0.48, 0.405, 0.13, 0.6375, 0.277, 0.1445, 0.21, 10
F, 0.55, 0.415, 0.135, 0.775, 0.302, 0.179, 0.26, 23
F, 0.65, 0.5, 0.165, 1.1445, 0.485, 0.218, 0.365, 12
F, 0.565, 0.48, 0.175, 0.957, 0.3885, 0.215, 0.275, 18
I, 0.17, 0.125, 0.055, 0.0235, 0.0090, 0.0055, 0.0080, 6
M, 0.67, 0.55, 0.17, 1.247, 0.472, 0.2455, 0.4, 21
F, 0.56, 0.43, 0.125, 0.8025, 0.313, 0.1715, 0.263, 13
F, 0.515, 0.435, 0.17, 0.631, 0.2765, 0.111, 0.216, 12
F, 0.72, 0.56, 0.175, 1.7265, 0.637, 0.3415, 0.525, 17
F, 0.61, 0.485, 0.21, 1.3445, 0.535, 0.2205, 0.515, 20
F, 0.66, 0.525, 0.205, 1.3665, 0.5005, 0.291, 0.41, 18
M, 0.695, 0.57, 0.23, 1.885, 0.8665, 0.435, 0.5, 19
F, 0.72, 0.595, 0.225, 1.969, 0.8045, 0.423, 0.66, 16
M, 0.18, 0.125, 0.05, 0.023, 0.0085, 0.0055, 0.01, 3
F, 0.5, 0.405, 0.15, 0.5965, 0.253, 0.126, 0.185, 12
F, 0.525, 0.39, 0.135, 0.6005, 0.2265, 0.131, 0.21, 16
I, 0.47, 0.35, 0.135, 0.567, 0.2315, 0.1465, 0.1525, 11
M, 0.37, 0.29, 0.09, 0.241, 0.11, 0.045, 0.069, 10
I, 0.625, 0.46, 0.16, 1.2395, 0.55, 0.273, 0.38, 14
I, 0.61, 0.475, 0.17, 1.0385, 0.4435, 0.241, 0.32, 14
F, 0.585, 0.415, 0.155, 0.6985, 0.3, 0.146, 0.195, 12
I, 0.62, 0.485, 0.17, 1.208, 0.4805, 0.3045, 0.33, 15
F, 0.465, 0.36, 0.12, 0.4765, 0.192, 0.1125, 0.16, 10
F, 0.53, 0.385, 0.125, 0.6695, 0.289, 0.151, 0.18, 10
F, 0.635, 0.5, 0.18, 1.312, 0.529, 0.2485, 0.485, 18
M, 0.475, 0.355, 0.125, 0.4625, 0.186, 0.107, 0.145, 9
I, 0.275, 0.2, 0.065, 0.092, 0.0385, 0.0235, 0.027, 5
M, 0.54, 0.415, 0.13, 0.8245, 0.272, 0.226, 0.24, 13
M, 0.605, 0.49, 0.145, 1.3, 0.517, 0.3285, 0.31, 14
M, 0.5, 0.385, 0.145, 0.7615, 0.246, 0.195, 0.204, 14
M, 0.45, 0.36, 0.16, 0.567, 0.174, 0.1245, 0.225, 12
I, 0.31, 0.24, 0.105, 0.2885, 0.118, 0.065, 0.083, 6
I, 0.375, 0.3, 0.075, 0.144, 0.059, 0.03, 0.044, 7
I, 0.47, 0.37, 0.11, 0.5555, 0.25, 0.115, 0.163, 8
I, 0.505, 0.39, 0.185, 0.6125, 0.267, 0.142, 0.172, 7
F, 0.6, 0.485, 0.165, 1.1405, 0.587, 0.2175, 0.288, 9
F, 0.69, 0.55, 0.18, 1.659, 0.8715, 0.2655, 0.4395, 9
I, 0.205, 0.15, 0.065, 0.04, 0.02, 0.011, 0.013, 4
I, 0.23, 0.18, 0.05, 0.064, 0.0215, 0.0135, 0.02, 5
I, 0.46, 0.345, 0.12, 0.4155, 0.198, 0.0885, 0.107, 7
I, 0.465, 0.355, 0.11, 0.474, 0.23, 0.1005, 0.12, 7
I, 0.475, 0.385, 0.11, 0.5735, 0.311, 0.1025, 0.136, 7
M, 0.515, 0.395, 0.12, 0.646, 0.285, 0.1365, 0.172, 9
M, 0.525, 0.415, 0.135, 0.7945, 0.394, 0.189, 0.202, 7
M, 0.6, 0.46, 0.15, 1.247, 0.5335, 0.2735, 0.29, 9
M, 0.625, 0.48, 0.17, 1.3555, 0.671, 0.268, 0.3385, 10
F, 0.625, 0.49, 0.165, 1.127, 0.477, 0.2365, 0.3185, 9
M, 0.63, 0.48, 0.165, 1.286, 0.604, 0.271, 0.35, 8
M, 0.645, 0.49, 0.16, 1.251, 0.5355, 0.3345, 0.3165, 9
M, 0.67, 0.52, 0.19, 1.6385, 0.8115, 0.369, 0.391, 9
F, 0.69, 0.545, 0.205, 1.933, 0.7855, 0.429, 0.498, 13
F, 0.7, 0.575, 0.205, 1.7975, 0.7295, 0.3935, 0.5165, 13
I, 0.29, 0.21, 0.06, 0.1045, 0.0415, 0.022, 0.035, 5
I, 0.375, 0.29, 0.1, 0.219, 0.0925, 0.038, 0.075, 6
I, 0.465, 0.355, 0.105, 0.442, 0.2085, 0.0975, 0.1185, 7
I, 0.485, 0.375, 0.13, 0.5535, 0.266, 0.112, 0.157, 8
I, 0.49, 0.375, 0.125, 0.5445, 0.279, 0.115, 0.13, 8
M, 0.5, 0.38, 0.12, 0.5765, 0.273, 0.135, 0.145, 9
M, 0.545, 0.42, 0.145, 0.778, 0.3745, 0.1545, 0.205, 7
I, 0.555, 0.425, 0.13, 0.648, 0.2835, 0.133, 0.2105, 8
M, 0.58, 0.455, 0.13, 0.852, 0.41, 0.1725, 0.225, 8
M, 0.59, 0.47, 0.15, 0.861, 0.413, 0.164, 0.249, 8
F, 0.595, 0.465, 0.15, 1.1005, 0.5415, 0.166, 0.265, 8
F, 0.615, 0.475, 0.17, 1.055, 0.543, 0.246, 0.2345, 9
M, 0.65, 0.515, 0.125, 1.1805, 0.5235, 0.283, 0.3275, 9
M, 0.7, 0.525, 0.175, 1.7585, 0.8745, 0.3615, 0.47, 10
M, 0.7, 0.55, 0.2, 1.523, 0.693, 0.306, 0.4405, 13
F, 0.725, 0.53, 0.19, 1.7315, 0.83, 0.398, 0.405, 11
I, 0.21, 0.15, 0.045, 0.04, 0.0135, 0.0080, 0.0105, 4
I, 0.335, 0.25, 0.08, 0.167, 0.0675, 0.0325, 0.0575, 6
I, 0.345, 0.255, 0.095, 0.183, 0.075, 0.0385, 0.06, 6
I, 0.41, 0.315, 0.1, 0.3, 0.124, 0.0575, 0.1, 8
I, 0.445, 0.36, 0.11, 0.4235, 0.182, 0.0765, 0.14, 9
I, 0.455, 0.34, 0.115, 0.486, 0.261, 0.0655, 0.1315, 8
I, 0.49, 0.365, 0.125, 0.5585, 0.252, 0.126, 0.1615, 10
I, 0.525, 0.375, 0.12, 0.6315, 0.3045, 0.114, 0.19, 9
M, 0.535, 0.43, 0.155, 0.7845, 0.3285, 0.169, 0.245, 10
M, 0.59, 0.47, 0.145, 0.9235, 0.4545, 0.173, 0.254, 9
M, 0.6, 0.48, 0.09, 1.05, 0.457, 0.2685, 0.28, 8
M, 0.61, 0.48, 0.185, 1.3065, 0.6895, 0.2915, 0.29, 10
F, 0.62, 0.465, 0.14, 1.1605, 0.6005, 0.2195, 0.307, 9
M, 0.625, 0.49, 0.165, 1.205, 0.5175, 0.3105, 0.3465, 10
M, 0.63, 0.525, 0.195, 1.3135, 0.4935, 0.2565, 0.465, 10
M, 0.65, 0.52, 0.155, 1.368, 0.6185, 0.288, 0.365, 9
F, 0.705, 0.54, 0.205, 1.757, 0.8265, 0.417, 0.461, 9
I, 0.275, 0.2, 0.055, 0.0925, 0.038, 0.021, 0.026, 4
I, 0.32, 0.235, 0.09, 0.183, 0.098, 0.0335, 0.042, 7
I, 0.46, 0.365, 0.115, 0.511, 0.2365, 0.118, 0.123, 7
I, 0.495, 0.375, 0.12, 0.589, 0.3075, 0.1215, 0.1405, 8
F, 0.57, 0.425, 0.13, 0.782, 0.3695, 0.1745, 0.1965, 8
F, 0.59, 0.455, 0.15, 0.976, 0.465, 0.2055, 0.2765, 10
M, 0.6, 0.475, 0.175, 1.11, 0.5105, 0.256, 0.285, 9
M, 0.6, 0.45, 0.16, 1.142, 0.539, 0.225, 0.307, 10
F, 0.465, 0.35, 0.11, 0.4085, 0.165, 0.102, 0.131, 8
I, 0.475, 0.375, 0.11, 0.494, 0.211, 0.109, 0.1545, 8
M, 0.505, 0.365, 0.115, 0.521, 0.25, 0.096, 0.15, 8
M, 0.53, 0.405, 0.15, 0.8315, 0.352, 0.187, 0.2525, 10
F, 0.535, 0.445, 0.125, 0.8725, 0.417, 0.199, 0.24, 8
F, 0.55, 0.435, 0.14, 0.745, 0.347, 0.174, 0.2265, 9
I, 0.56, 0.435, 0.13, 0.777, 0.354, 0.173, 0.222, 9
I, 0.585, 0.45, 0.135, 0.855, 0.3795, 0.187, 0.26, 9
M, 0.59, 0.5, 0.15, 1.142, 0.485, 0.265, 0.345, 9
M, 0.6, 0.465, 0.165, 1.0475, 0.465, 0.2345, 0.315, 11
M, 0.625, 0.495, 0.175, 1.2075, 0.531, 0.281, 0.3525, 11
F, 0.63, 0.48, 0.165, 1.2615, 0.5505, 0.277, 0.3885, 10
F, 0.635, 0.485, 0.19, 1.3765, 0.634, 0.2885, 0.406, 11
M, 0.645, 0.495, 0.19, 1.539, 0.6115, 0.408, 0.445, 12
F, 0.66, 0.525, 0.16, 1.277, 0.4975, 0.319, 0.394, 13
F, 0.665, 0.51, 0.175, 1.3805, 0.675, 0.2985, 0.325, 10
M, 0.595, 0.485, 0.15, 1.0835, 0.5305, 0.231, 0.276, 8
F, 0.635, 0.51, 0.17, 1.2235, 0.532, 0.271, 0.354, 9
F, 0.635, 0.525, 0.18, 1.3695, 0.634, 0.318, 0.363, 11
F, 0.67, 0.515, 0.17, 1.4265, 0.6605, 0.3395, 0.37, 11
I, 0.42, 0.32, 0.11, 0.309, 0.115, 0.0645, 0.0945, 6
M, 0.54, 0.42, 0.19, 0.6855, 0.293, 0.163, 0.38, 10
M, 0.56, 0.45, 0.145, 0.894, 0.3885, 0.2095, 0.264, 9
M, 0.59, 0.435, 0.165, 0.9765, 0.4525, 0.2395, 0.235, 9
M, 0.59, 0.405, 0.15, 0.853, 0.326, 0.2615, 0.245, 9
M, 0.63, 0.515, 0.175, 1.1955, 0.492, 0.247, 0.37, 11
F, 0.635, 0.505, 0.165, 1.251, 0.577, 0.227, 0.3825, 11
F, 0.655, 0.49, 0.16, 1.204, 0.5455, 0.2615, 0.3225, 9
M, 0.665, 0.525, 0.155, 1.3575, 0.5325, 0.3045, 0.4485, 10
M, 0.675, 0.52, 0.145, 1.3645, 0.557, 0.3405, 0.385, 11
F, 0.7, 0.555, 0.22, 1.666, 0.647, 0.4285, 0.455, 11
I, 0.23, 0.17, 0.05, 0.057, 0.026, 0.013, 0.016, 5
I, 0.425, 0.32, 0.085, 0.262, 0.1235, 0.067, 0.0725, 8
M, 0.545, 0.435, 0.145, 0.9385, 0.3685, 0.1245, 0.345, 11
I, 0.3, 0.22, 0.065, 0.1235, 0.059, 0.026, 0.0315, 5
I, 0.425, 0.325, 0.105, 0.3975, 0.1815, 0.081, 0.1175, 7
F, 0.525, 0.4, 0.135, 0.714, 0.318, 0.138, 0.208, 10
F, 0.55, 0.425, 0.14, 0.952, 0.4895, 0.1945, 0.2185, 7
M, 0.56, 0.42, 0.15, 0.8755, 0.44, 0.1965, 0.2315, 8
M, 0.615, 0.495, 0.155, 1.2865, 0.435, 0.293, 0.3245, 11
F, 0.62, 0.485, 0.155, 1.1945, 0.5105, 0.271, 0.352, 9
M, 0.46, 0.35, 0.125, 0.5165, 0.1885, 0.1145, 0.185, 9
M, 0.465, 0.36, 0.105, 0.488, 0.188, 0.0845, 0.19, 10
M, 0.51, 0.4, 0.14, 0.6905, 0.259, 0.151, 0.23, 10
F, 0.7, 0.54, 0.215, 1.978, 0.6675, 0.3125, 0.71, 24
M, 0.535, 0.44, 0.165, 0.875, 0.279, 0.18, 0.3, 10
M, 0.605, 0.49, 0.155, 1.153, 0.503, 0.2505, 0.295, 15
M, 0.605, 0.47, 0.115, 1.114, 0.3925, 0.291, 0.31, 15
M, 0.525, 0.405, 0.16, 0.792, 0.316, 0.1455, 0.28, 13
M, 0.45, 0.355, 0.12, 0.3955, 0.147, 0.0765, 0.145, 9
F, 0.505, 0.41, 0.135, 0.657, 0.291, 0.133, 0.195, 15
M, 0.565, 0.44, 0.115, 0.9185, 0.404, 0.1785, 0.29, 11
M, 0.72, 0.575, 0.23, 2.2695, 0.8835, 0.3985, 0.665, 16
M, 0.55, 0.405, 0.15, 0.9235, 0.412, 0.2135, 0.24, 7
M, 0.565, 0.435, 0.185, 1.032, 0.354, 0.2045, 0.31, 20
F, 0.61, 0.47, 0.16, 1.017, 0.426, 0.2255, 0.32, 12
I, 0.31, 0.235, 0.075, 0.1515, 0.056, 0.0315, 0.05, 7
M, 0.45, 0.335, 0.14, 0.478, 0.1865, 0.115, 0.16, 11
F, 0.49, 0.38, 0.155, 0.578, 0.2395, 0.1255, 0.18, 9
F, 0.505, 0.405, 0.16, 0.6835, 0.271, 0.145, 0.215, 10
F, 0.665, 0.53, 0.185, 1.3955, 0.456, 0.3205, 0.49, 15
I, 0.32, 0.25, 0.08, 0.1565, 0.057, 0.034, 0.06, 9
M, 0.385, 0.305, 0.09, 0.2775, 0.109, 0.0515, 0.1, 9
F, 0.45, 0.35, 0.135, 0.56, 0.231, 0.137, 0.145, 13
F, 0.655, 0.51, 0.16, 1.092, 0.396, 0.2825, 0.37, 14
F, 0.435, 0.35, 0.105, 0.4195, 0.194, 0.1005, 0.13, 7
F, 0.645, 0.52, 0.19, 1.3105, 0.58, 0.288, 0.37, 12
F, 0.595, 0.485, 0.145, 1.2515, 0.5035, 0.2925, 0.33, 14
M, 0.48, 0.38, 0.135, 0.528, 0.2, 0.1395, 0.16, 14
F, 0.595, 0.465, 0.145, 1.107, 0.402, 0.2415, 0.31, 12
F, 0.625, 0.475, 0.13, 0.8595, 0.3195, 0.1775, 0.24, 13
M, 0.525, 0.415, 0.16, 0.6445, 0.26, 0.1575, 0.22, 12
M, 0.55, 0.46, 0.13, 0.7085, 0.305, 0.1455, 0.205, 12
F, 0.51, 0.395, 0.12, 0.6175, 0.262, 0.122, 0.193, 12
F, 0.495, 0.375, 0.15, 0.597, 0.2615, 0.135, 0.178, 11
M, 0.575, 0.455, 0.185, 1.156, 0.5525, 0.243, 0.295, 13
F, 0.605, 0.485, 0.165, 1.0735, 0.437, 0.205, 0.33, 14
M, 0.645, 0.5, 0.19, 1.229, 0.524, 0.278, 0.395, 17
M, 0.605, 0.485, 0.175, 1.145, 0.4325, 0.27, 0.405, 16
M, 0.275, 0.2, 0.08, 0.099, 0.037, 0.024, 0.03, 5
F, 0.48, 0.38, 0.135, 0.507, 0.1915, 0.1365, 0.155, 12
M, 0.4, 0.31, 0.11, 0.314, 0.138, 0.057, 0.1, 11
F, 0.395, 0.3, 0.105, 0.3375, 0.1435, 0.0755, 0.098, 12
I, 0.66, 0.525, 0.18, 1.6935, 0.6025, 0.4005, 0.42, 15
I, 0.49, 0.385, 0.115, 0.683, 0.3265, 0.1615, 0.165, 13
I, 0.39, 0.3, 0.1, 0.3085, 0.1385, 0.0735, 0.085, 6
I, 0.375, 0.285, 0.1, 0.239, 0.105, 0.0555, 0.07, 8
M, 0.455, 0.345, 0.125, 0.44, 0.169, 0.1065, 0.135, 12
M, 0.54, 0.405, 0.155, 0.9715, 0.3225, 0.194, 0.29, 19
I, 0.255, 0.19, 0.07, 0.0815, 0.028, 0.016, 0.031, 5
M, 0.335, 0.255, 0.075, 0.1635, 0.0615, 0.0345, 0.057, 8
M, 0.645, 0.515, 0.185, 1.4605, 0.5835, 0.3155, 0.41, 19
F, 0.605, 0.45, 0.165, 1.2225, 0.357, 0.202, 0.385, 13
M, 0.605, 0.475, 0.16, 1.616, 0.5495, 0.332, 0.34, 18
I, 0.35, 0.265, 0.11, 0.209, 0.066, 0.059, 0.075, 9
I, 0.39, 0.315, 0.09, 0.3095, 0.147, 0.05, 0.09, 7
I, 0.48, 0.355, 0.115, 0.5785, 0.25, 0.106, 0.184, 8
F, 0.56, 0.465, 0.16, 1.0315, 0.432, 0.2025, 0.337, 9
M, 0.6, 0.475, 0.15, 1.089, 0.5195, 0.223, 0.292, 11
I, 0.43, 0.335, 0.105, 0.378, 0.188, 0.0785, 0.09, 6
M, 0.48, 0.37, 0.13, 0.643, 0.349, 0.1155, 0.135, 8
M, 0.52, 0.395, 0.125, 0.8115, 0.4035, 0.166, 0.2, 7
F, 0.525, 0.44, 0.125, 0.7115, 0.3205, 0.159, 0.1915, 7
M, 0.55, 0.44, 0.155, 0.9155, 0.3645, 0.195, 0.25, 8
F, 0.555, 0.42, 0.11, 0.931, 0.4445, 0.171, 0.225, 8
F, 0.61, 0.48, 0.16, 1.234, 0.598, 0.238, 0.315, 12
M, 0.62, 0.485, 0.165, 1.1325, 0.5235, 0.2505, 0.2825, 9
M, 0.635, 0.495, 0.155, 1.3635, 0.583, 0.2985, 0.295, 10
F, 0.715, 0.585, 0.23, 2.0725, 0.8655, 0.4095, 0.565, 10
F, 0.725, 0.58, 0.185, 1.523, 0.8045, 0.3595, 0.4375, 9
I, 0.4, 0.3, 0.11, 0.2985, 0.1375, 0.071, 0.075, 6
M, 0.535, 0.42, 0.16, 0.7465, 0.348, 0.1515, 0.2185, 10
M, 0.55, 0.44, 0.16, 0.985, 0.4645, 0.201, 0.27, 8
M, 0.555, 0.44, 0.15, 0.838, 0.4155, 0.146, 0.23, 8
F, 0.595, 0.47, 0.165, 1.0155, 0.491, 0.1905, 0.289, 9
F, 0.615, 0.49, 0.19, 1.1345, 0.4695, 0.257, 0.348, 11
F, 0.64, 0.475, 0.175, 1.1545, 0.4865, 0.341, 0.288, 9
M, 0.65, 0.505, 0.18, 1.469, 0.7115, 0.3335, 0.38, 9
M, 0.655, 0.52, 0.18, 1.492, 0.7185, 0.36, 0.355, 11
F, 0.66, 0.5, 0.175, 1.3275, 0.556, 0.2805, 0.4085, 9
F, 0.7, 0.575, 0.2, 1.7365, 0.7755, 0.3965, 0.461, 11
M, 0.71, 0.57, 0.195, 1.348, 0.8985, 0.4435, 0.4535, 11
I, 0.33, 0.23, 0.085, 0.1695, 0.079, 0.026, 0.0505, 6
I, 0.36, 0.265, 0.075, 0.1785, 0.0785, 0.035, 0.054, 6
I, 0.38, 0.285, 0.09, 0.2305, 0.1005, 0.039, 0.0775, 7
I, 0.4, 0.315, 0.09, 0.33, 0.151, 0.068, 0.08, 6
I, 0.475, 0.35, 0.115, 0.498, 0.2375, 0.099, 0.14, 7
F, 0.495, 0.37, 0.12, 0.594, 0.28, 0.11, 0.1375, 7
I, 0.515, 0.4, 0.135, 0.636, 0.3055, 0.1215, 0.1855, 9
I, 0.525, 0.39, 0.105, 0.567, 0.2875, 0.1075, 0.16, 8
M, 0.535, 0.415, 0.135, 0.78, 0.3165, 0.169, 0.2365, 8
I, 0.55, 0.425, 0.155, 0.8725, 0.412, 0.187, 0.2425, 10
F, 0.565, 0.45, 0.175, 1.2365, 0.5305, 0.2455, 0.308, 10
M, 0.57, 0.47, 0.155, 1.186, 0.6355, 0.2315, 0.277, 10
I, 0.57, 0.42, 0.13, 0.7745, 0.3535, 0.1505, 0.2365, 9
I, 0.575, 0.44, 0.125, 0.8515, 0.4555, 0.1715, 0.1965, 9
F, 0.585, 0.465, 0.165, 0.9355, 0.4035, 0.2275, 0.259, 9
F, 0.585, 0.46, 0.165, 1.058, 0.486, 0.25, 0.294, 9
